trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,7.91811124997912,33.54541824996704,34.56640408397652,35.57789429195691,653508,001,2023-08-30_11h38.21.283,WythoffsHumanExp,2023.1.3,None,
,,,,36.55187137494795,38.13064912497066,,,,,,,,,
