games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,12.827447957999539,,,,,,,,,,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"[-0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.4266666666666667, -0.42444444444444446, -0.4222222222222222, -0.4166666666666667, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.4111111111111111, -0.4111111111111111, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41333333333333333, -0.41888888888888887, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111]","[0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.35555555555555557, 0.3611111111111111, 0.36777777777777776, 0.38, 0.3877777777777778, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39111111111111113, 0.39111111111111113, 0.39222222222222225, 0.39222222222222225, 0.3933333333333333, 0.3933333333333333, 0.3933333333333333, 0.3933333333333333, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.3933333333333333, 0.40555555555555556, 0.41333333333333333, 0.41444444444444445, 0.41444444444444445]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001699579879641533, 0.04977029198198579, 0.09862458298448473, 0.14740383299067616, 0.19669270800659433, 0.24604683299548924, 0.2950988750089891, 0.3446560419979505, 0.394240624998929, 0.4436476249829866, 0.49310783299733885, 0.5423212919849902, 0.5917143329861574, 0.6424159579910338, 0.7025935830024537, 0.7540121669881046, 0.8046587499848101, 0.854898666992085, 0.9058107919991016, 0.956346291990485, 1.006883583002491, 1.0570770420017652, 1.107235417002812, 1.1569854999834206, 1.206776874983916, 1.2567976249847561, 1.3072377080097795, 1.357643208000809, 1.4077599580050446, 1.4576320000051055, 1.5075526669970714, 1.557649541995488, 1.6083408749836963, 1.659255500009749, 1.7088426249974873, 1.758321542001795, 1.8081866669817828, 1.858137707982678, 1.908444208005676, 1.9582550000050105, 2.008268917008536, 2.058191332995193, 2.108121083001606, 2.1581475420098286, 2.20859220798593, 2.258454291993985, 2.308478708000621, 2.358344542008126, 2.4083544169843663, 2.458588542009238, 2.509061374992598, 2.5586837499868125, 2.608567499992205, 2.6588665829913225, 2.7085550419869833, 2.7588883329881355, 2.8096920829848386, 2.8594767499889713, 2.9086406249844003, 2.958434208005201, 3.008809457998723, 3.0594257499906234, 3.1097380830033217, 3.1596212919976097, 3.209728832996916, 3.259084791992791, 3.3086358750006184, 3.3587030000053346, 3.4099787499872036, 3.4592857499956153, 3.5081233750097454, 3.557836583000608, 3.607733291981276, 3.6576798330061138, 3.708294499985641, 3.758073000004515, 3.807699541997863, 3.857444833003683, 3.9074362499814015, 3.9573479169921484, 4.00765099999262, 4.057456707989331, 4.107192916999338, 4.156874707987299, 4.206687792000594, 4.256664624990663, 4.307098958001006, 4.356867499998771, 4.407302207982866, 4.458138291985961, 4.508432917005848, 4.558426707983017, 4.608438541996293, 4.65822283300804, 4.708188541990239, 4.7581232500087935, 4.808761708001839, 4.859416999999667, 4.908927042008145, 4.958818249986507, 5.009058458002983, 5.0587616249977145, 5.109113749989774, 5.158863791992189]",0.021614583994960412,26.189641707984265,,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"[-0.42, -0.42, -0.42, -0.42]","[0.4088888888888889, 0.4088888888888889, 0.4088888888888889, 0.4088888888888889]","[0, 0, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.00017095799557864666, 0.049992832995485514, 0.09973958297632635, 0.14927324999007396]",0.022027915983926505,35.856040624988964,,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.38002829099423,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.570264665992,,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.27774083300028,944358,001,2023-10-16_11h11.39.788,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111]","[0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018541599274612963, 0.04941162499017082, 0.09820737500558607, 0.14701458299532533, 0.1964729159954004, 0.2451915830024518, 0.2949425000115298, 0.34545404100208543, 0.39593574998434633]",0.04983745899517089,80.70818145800149,,,,,,,,,,
