board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,607626,001,2023-09-27_14h42.05.433,WythoffsHumanExp,2023.1.3,None,
12.924464916985016,12.924464916985016,12.924464916985016,12.924464916985016,12.924464916985016,12.924464916985016,12.924464916985016,12.924464916985016,,,,,,,
