games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,end_blue.started,end_red.started,next_mouse.started,next_mouse.x,next_mouse.y,next_mouse.leftButton,next_mouse.midButton,next_mouse.rightButton,next_mouse.time,next_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.63280245900387,8.63280245900387,8.63280245900387,11.611783375032246,12.87394195899833,,,,,,,,,,,,,,939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,16.147937084024306,17.387961041997187,13.89535095897736,13.89535095897736,15.129612750024535,,,,,,,,,,,939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,18.41090679197805,18.41090679197805,18.791287833999377,,,,,,,,,,,939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,19.824343291984405,19.824343291984405,0.019952708040364087,[-0.17333333333333334],[0.0033333333333333335],[1],[0],[0],[14.3457679169951],['button'],939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,34.94850583397783,34.94850583397783,34.94850583397783,41.40413245902164,42.66927995899459,37.94944833399495,37.94944833399495,40.38053345901426,,,,,,,,,,,939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,43.66494604200125,43.66494604200125,44.57923908397788,,,,,,,,,,,939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,45.60847570898477,45.60847570898477,0.01390816702041775,[-0.15777777777777777],[0.0033333333333333335],[1],[0],[0],[3.350440707989037],['button'],939790,001,2023-09-26_13h18.22.866,WythoffsHumanExp,2023.1.3,None,
