games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,status_text.started,next_mouse.started,next_mouse.x,next_mouse.y,next_mouse.leftButton,next_mouse.midButton,next_mouse.rightButton,next_mouse.time,next_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,017292,001,2023-09-26_14h08.24.163,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,16.119382375036366,0.045160541019868106,[-0.06888888888888889],[-0.0044444444444444444],[1],[0],[0],[23.133173042035196],['button'],017292,001,2023-09-26_14h08.24.163,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,017292,001,2023-09-26_14h08.24.163,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,017292,001,2023-09-26_14h08.24.163,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,50.60011912503978,0.028363834018819034,[-0.04888888888888889],[0.013333333333333334],[1],[0],[0],[22.58522504195571],['button'],017292,001,2023-09-26_14h08.24.163,WythoffsHumanExp,2023.1.3,None,
