board_outline.started,box_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,634050,001,2023-09-27_13h04.18.120,WythoffsHumanExp,2023.1.3,None,
9.86056154203834,9.86056154203834,,,,,,,
