trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.302489166992018,8.302489166992018,15.278270999988308,16.317861582996557,17.317455832991982,331745,001,2023-09-22_12h41.48.973,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,18.319332957995357,18.319332957995357,21.60845099997823,22.609886582999025,23.646864541980904,331745,001,2023-09-22_12h41.48.973,WythoffsHumanExp,2023.1.3,None,
,,,,24.650119625002844,24.650119625002844,25.30113716699998,,,,,,,,,
