games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,moves.thisRepN,moves.thisTrialN,moves.thisN,moves.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.322818917047698,8.322818917047698,8.322818917047698,11.343609750038013,11.343609750038013,11.954530292015988,,,,,,,
