board_outline.started,box_1.started,text_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,912879,001,2023-09-27_13h24.52.884,WythoffsHumanExp,2023.1.3,None,
9.917314166028518,9.917314166028518,9.917314166028518,,,,,,,
