trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,9.100851750001311,9.100851750001311,10.975621291028801,12.012127333029639,13.25100641604513,789901,001,2023-09-22_16h10.04.291,WythoffsHumanExp,2023.1.3,None,
