games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,14.36388583399821,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,33.91800445900299,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,46.048808209001436,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,,,64.01604904199485,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,2,0,2,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,,,,,,84.8890203339979,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,,,,,,100.42210337500728,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,,,,,,113.82495733399992,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,132.41728929200326,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,2,0,2,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,,,,,,157.35287975000392,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,169.1528364590049,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,0,0,0,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,1,0,1,0,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,182.54122250000364,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,186.02343037500395,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,194.23228945900337,979143,001,2023-10-04_14h28.04.588,WythoffsHumanExp,2023.1.3,None,
