games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,440711,001,2023-09-26_16h29.48.148,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.118748542037793,,,,,,,
