trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.733224582974799,15.229134915978648,16.247136791003868,17.259429332974833,782961,001,2023-08-30_15h05.18.283,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,18.257660957984626,23.109869540960062,24.131378582969774,25.147775915975217,782961,001,2023-08-30_15h05.18.283,WythoffsHumanExp,2023.1.3,None,
,,,,26.125633874966297,27.99493516597431,,,,,,,,,
