practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,tutorial_games.thisRepN,tutorial_games.thisTrialN,tutorial_games.thisN,tutorial_games.thisIndex,tutorial_turns.thisRepN,tutorial_turns.thisTrialN,tutorial_turns.thisN,tutorial_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,nim_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016970124997897074,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016666666666666666, -0.06555555555555556, -0.13111111111111112, -0.18222222222222223, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.21, -0.22777777777777777, -0.23333333333333334, -0.23333333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.12222222222222222, 0.29333333333333333, 0.4033333333333333, 0.42, 0.42, 0.42, 0.42, 0.4177777777777778, 0.4122222222222222, 0.41, 0.41]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018008299957728013, 0.05071829099324532, 0.09945991599670378, 0.14910533299553208, 0.19862887499766657, 0.2474501659962698, 0.2960532079960103, 0.34485549999953946, 0.3937497499937308, 0.442237582996313, 0.4913712499983376, 0.5405164999974659, 0.5893218749988591, 0.6378658329995233, 0.6861811249982566, 0.7344968329998665, 0.7853376249986468, 0.8353294159969664, 0.8855281659998582, 0.9357347909972304, 0.9856138749964884]",136.97557479100215,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016968957999779377,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022222222222222223, -0.07888888888888888, -0.16666666666666666, -0.25, -0.3011111111111111, -0.33111111111111113, -0.3611111111111111, -0.3788888888888889, -0.3844444444444444, -0.3844444444444444, -0.38555555555555554, -0.38555555555555554]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.10444444444444445, 0.21222222222222223, 0.2966666666666667, 0.35, 0.38333333333333336, 0.40555555555555556, 0.41333333333333333, 0.41444444444444445, 0.41333333333333333, 0.41333333333333333, 0.41333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018516699492465705, 0.050995874997170176, 0.10011979199771304, 0.14901487499446375, 0.19848258300044108, 0.24720529199839802, 0.29663262499525445, 0.3463509579960373, 0.39577441699657356, 0.4454228749964386, 0.49460891699709464, 0.5439053750014864, 0.5931172499986133, 0.6424418749957113, 0.6920602079990203, 0.7416352919972269, 0.7909571249983856, 0.8411906670007738, 0.8899646249992657]",148.1861457910054,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01690904200222576,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.015555555555555555, -0.07888888888888888, -0.15555555555555556, -0.22666666666666666, -0.2777777777777778, -0.31666666666666665, -0.34, -0.3611111111111111, -0.38222222222222224, -0.40444444444444444, -0.4177777777777778, -0.42444444444444446, -0.4255555555555556, -0.4255555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.057777777777777775, 0.1322222222222222, 0.19666666666666666, 0.23555555555555555, 0.2644444444444444, 0.2777777777777778, 0.28555555555555556, 0.29555555555555557, 0.32, 0.34, 0.35333333333333333, 0.35777777777777775, 0.35777777777777775]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000185500000952743, 0.050251332999323495, 0.09918712500075344, 0.1480368750053458, 0.19750420800119173, 0.24696391700126696, 0.29665841700625606, 0.3460309580041212, 0.3956406249999418, 0.44514291700033937, 0.4946174580036313, 0.5443030829992495, 0.5938357920022099, 0.6433940000060829, 0.6932080830010818, 0.7426340000019991, 0.7926451250023092, 0.8430824579991167, 0.893115333004971]",160.7897637500064,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029392124997684732,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023333333333333334, -0.12, -0.20555555555555555, -0.25666666666666665, -0.2811111111111111, -0.28888888888888886, -0.2922222222222222, -0.29444444444444445, -0.29777777777777775, -0.29888888888888887, -0.29888888888888887, -0.29777777777777775, -0.2966666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015555555555555555, 0.09888888888888889, 0.19111111111111112, 0.2544444444444444, 0.2911111111111111, 0.31777777777777777, 0.3411111111111111, 0.35888888888888887, 0.37, 0.38, 0.3888888888888889, 0.3977777777777778, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019049999536946416, 0.04923008300102083, 0.0981674579961691, 0.1473296659969492, 0.19685420799942221, 0.24642904099891894, 0.29603387499810196, 0.3446622909978032, 0.39366766600142, 0.4424272909964202, 0.4914691660014796, 0.5403046249994077, 0.5897672079954646, 0.638965707999887, 0.6882294159950106, 0.7372734579985263, 0.7868698329984909, 0.8359869999985676, 0.8855084999959217, 0.935182082997926, 0.9847200410004007, 1.0345373329982976, 1.084385290996579, 1.1336757909957669, 1.1829710409947438, 1.2329437500011409]",170.15828470800625,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030424833996221423,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0044444444444444444, -0.028888888888888888, -0.1288888888888889, -0.23, -0.31555555555555553, -0.35777777777777775, -0.37666666666666665, -0.3844444444444444, -0.3888888888888889, -0.39222222222222225, -0.39222222222222225, -0.39, -0.38666666666666666, -0.37, -0.35777777777777775, -0.3566666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005555555555555556, 0.025555555555555557, 0.12666666666666668, 0.23666666666666666, 0.33, 0.37666666666666665, 0.4011111111111111, 0.41333333333333333, 0.42333333333333334, 0.43222222222222223, 0.43222222222222223, 0.43, 0.4255555555555556, 0.4122222222222222, 0.40555555555555556, 0.40555555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019012499978998676, 0.04932087500492344, 0.09787841700017452, 0.14692754200223135, 0.19583933299873024, 0.24448345800192328, 0.293095250002807, 0.3421086669986835, 0.3912383749993751, 0.4400942499996745, 0.4888041250014794, 0.537295667003491, 0.5857107080009882, 0.6345102920022327, 0.6829798750040936, 0.7316382920034812, 0.7809884170055739, 0.830947542002832, 0.8811538750014734, 0.9313200830001733, 0.9817887500030338, 1.0317537920054747, 1.081622707999486, 1.1314401250056108, 1.1815618330001598, 1.2319659999993746, 1.2826256670014118, 1.3323271250046673, 1.382022000005236, 1.4321465000030003, 1.4826817080029286, 1.532890167000005, 1.5833950000014738, 1.6331052500027]",180.65593362500658,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016933833998336922,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05444444444444444, -0.1388888888888889, -0.24333333333333335, -0.31444444444444447, -0.37, -0.4033333333333333, -0.4122222222222222, -0.41444444444444445, -0.41444444444444445, -0.41333333333333333, -0.4111111111111111, -0.41, -0.41]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.035555555555555556, 0.08555555555555555, 0.1288888888888889, 0.15555555555555556, 0.1622222222222222, 0.1622222222222222, 0.16, 0.15888888888888889, 0.14777777777777779, 0.13111111111111112, 0.12555555555555556, 0.12555555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019483300275169313, 0.04995670799689833, 0.09816950000094948, 0.146569874996203, 0.1948066659970209, 0.2437255830009235, 0.2927017909969436, 0.3418369999999413, 0.39104454100015573, 0.43990016599855153, 0.48922275000222726, 0.5381532499959576, 0.5875610410002992, 0.637012582999887, 0.6870082910027122, 0.7362586660019588, 0.7853439579994301, 0.8341649159992812, 0.8832511250002426, 0.9325465829970199, 0.9816698329959763, 1.031194625000353, 1.0806925829965621, 1.1300015000015264]",192.94681766600115,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029707084002438933,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013333333333333334, -0.08444444444444445, -0.20555555555555555, -0.31444444444444447, -0.3611111111111111, -0.38555555555555554, -0.3977777777777778, -0.4011111111111111, -0.4022222222222222, -0.4066666666666667, -0.4066666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005555555555555556, 0.058888888888888886, 0.16333333333333333, 0.2577777777777778, 0.30333333333333334, 0.3233333333333333, 0.3288888888888889, 0.33, 0.33444444444444443, 0.3422222222222222, 0.34444444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001916250039357692, 0.04943300000013551, 0.09834854200016707, 0.14729233300022315, 0.19634837500052527, 0.2447317500045756, 0.29344475000107195, 0.3428896250043181, 0.3928215830019326, 0.4419627919996856, 0.4911072500035516, 0.5404137500008801, 0.5903422080009477, 0.6394432920060353, 0.6892744580036378, 0.7385218330018688, 0.7881255419997615, 0.8373036670018337, 0.886635082999419]",202.0922479159999,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01693666700157337,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.035555555555555556, -0.13444444444444445, -0.21444444444444444, -0.26, -0.2733333333333333, -0.27555555555555555, -0.27666666666666667, -0.27666666666666667, -0.27111111111111114, -0.24555555555555555, -0.23222222222222222, -0.2311111111111111, -0.2311111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03111111111111111, 0.16666666666666666, 0.3055555555555556, 0.3933333333333333, 0.4288888888888889, 0.4411111111111111, 0.4477777777777778, 0.45, 0.4477777777777778, 0.4266666666666667, 0.4122222222222222, 0.4077777777777778, 0.4077777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001956670021172613, 0.05048058300599223, 0.0994273329997668, 0.14868441699945834, 0.1980630830003065, 0.2475222080029198, 0.2970394580042921, 0.34626154199941084, 0.3949430830034544, 0.44333770800585626, 0.492683708005643, 0.5418202500004554, 0.5910927080039983, 0.6403650420033955, 0.6893871249994845, 0.73859129199991, 0.7880599580021226, 0.8378308750034194, 0.8872057500047958, 0.9361433750018477, 0.9853912500038859, 1.0344322500022827, 1.0839787080039969, 1.1342997500032652, 1.18461400000524]",214.1408909580059,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01702754099824233,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01, -0.11888888888888889, -0.25, -0.3277777777777778, -0.3466666666666667, -0.36666666666666664, -0.3877777777777778, -0.39222222222222225, -0.39666666666666667, -0.4033333333333333, -0.4088888888888889, -0.4111111111111111, -0.4111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0044444444444444444, 0.10777777777777778, 0.27666666666666667, 0.3611111111111111, 0.37777777777777777, 0.39111111111111113, 0.4, 0.4, 0.39, 0.37666666666666665, 0.36666666666666664, 0.36333333333333334, 0.3622222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019679200340760872, 0.05093062500236556, 0.09975629200198455, 0.14825162500346778, 0.19684575000428595, 0.24540483300370397, 0.2935260419981205, 0.3418006670035538, 0.3902880419991561, 0.43903670799772954, 0.4878000000026077, 0.5372326670039911, 0.5868257920010365, 0.6372659580010804, 0.6869585419990472, 0.7366389169983449, 0.7865964579978026, 0.8364847499979078, 0.8872992079996038, 0.9370471250003902, 0.987233332998585, 1.0369969169987598, 1.0867918330040993, 1.1373763750016224, 1.187343666999368, 1.2368471669979044]",226.23756962500192,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017072791000828147,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008888888888888889, -0.06, -0.22555555555555556, -0.3388888888888889, -0.37, -0.3844444444444444, -0.39, -0.39444444444444443, -0.3977777777777778, -0.3988888888888889, -0.3988888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.03777777777777778, 0.1811111111111111, 0.29333333333333333, 0.3322222222222222, 0.35444444444444445, 0.3688888888888889, 0.38555555555555554, 0.39666666666666667, 0.4, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019545899704098701, 0.04998925000109011, 0.09882695900159888, 0.14699466699676123, 0.19530995900277048, 0.2437666670011822, 0.2930897920014104, 0.3422485420014709, 0.3918430420017103, 0.4424326669977745, 0.49188999999751104, 0.5420817920021364, 0.5920663340002648, 0.6422294590011006, 0.6929903749987716, 0.7431709169977694, 0.7928192920007859, 0.8427017499998328, 0.8924577090001549, 0.9425297920024605, 0.9928982499986887, 1.0433381670009112, 1.092778250000265]",239.34567108299962,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03015137499460252,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015555555555555555, -0.13111111111111112, -0.24555555555555555, -0.31555555555555553, -0.34555555555555556, -0.35444444444444445, -0.35444444444444445, -0.35333333333333333, -0.35333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012222222222222223, 0.11666666666666667, 0.24333333333333335, 0.33444444444444443, 0.3811111111111111, 0.39444444444444443, 0.39444444444444443, 0.39555555555555555, 0.3977777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019991699809907004, 0.04952295799739659, 0.09781637499690987, 0.1464469580023433, 0.19586695799807785, 0.2452073329986888, 0.29469862500263844, 0.3436771249980666, 0.3923877499983064, 0.44075675000203773, 0.48934970799746225, 0.5381557500004419, 0.587150291998114, 0.6362481250034762, 0.6859627919984632, 0.73510399999941, 0.7845507079982781, 0.8339427500031888, 0.883437791999313, 0.9328543329975219, 0.9823283329969854, 1.0325453330005985]",248.3763574580007,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046754082999541424,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0044444444444444444, -0.09888888888888889, -0.22111111111111112, -0.36333333333333334, -0.4066666666666667, -0.4222222222222222, -0.4255555555555556, -0.4255555555555556, -0.4266666666666667, -0.42444444444444446, -0.4166666666666667, -0.4122222222222222, -0.4111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, 0.06777777777777778, 0.16111111111111112, 0.27555555555555555, 0.31333333333333335, 0.32555555555555554, 0.3277777777777778, 0.3277777777777778, 0.3244444444444444, 0.3211111111111111, 0.31, 0.3022222222222222, 0.3011111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020333300199126825, 0.04947195800195914, 0.09887295799853746, 0.14785179099999368, 0.197136374998081, 0.2461838329982129, 0.29487254100240534, 0.34345441599725746, 0.3922056250012247, 0.4417955000026268, 0.4917474160029087, 0.5408994999961578, 0.5900370829986059, 0.6394699579977896, 0.6885403749984107, 0.7379350830015028, 0.7869426249962999, 0.8364454159964225, 0.8852431249979418, 0.9344859999982873, 0.9836134579963982, 1.0334191660003853, 1.0835440829978324]",257.89052525000443,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016931292004301213,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.028888888888888888, -0.13666666666666666, -0.23333333333333334, -0.28444444444444444, -0.30666666666666664, -0.3188888888888889, -0.3244444444444444, -0.32666666666666666, -0.33111111111111113, -0.33666666666666667, -0.3411111111111111, -0.3422222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025555555555555557, 0.14333333333333334, 0.24444444444444444, 0.3055555555555556, 0.34, 0.36333333333333334, 0.37222222222222223, 0.37666666666666665, 0.38333333333333336, 0.39111111111111113, 0.3988888888888889, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020437499915715307, 0.05014570899948012, 0.0987112500006333, 0.14763987499463838, 0.19634237499849405, 0.24506045899761375, 0.2937244999993709, 0.3429363339964766, 0.3928724590005004, 0.4425464589949115, 0.49236979199486086, 0.5411816249979893, 0.5912154170000576, 0.6407936670002528, 0.6907467919954797, 0.7409912090006401, 0.7912878339993767, 0.8408798339951318, 0.8914361249990179, 0.9409715840010904]",269.5543563330066,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029928875002951827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017777777777777778, -0.10333333333333333, -0.2477777777777778, -0.3188888888888889, -0.3388888888888889, -0.3433333333333333, -0.3566666666666667, -0.37666666666666665, -0.3888888888888889, -0.39444444444444443, -0.3977777777777778, -0.3977777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008888888888888889, 0.07222222222222222, 0.17777777777777778, 0.22111111111111112, 0.23444444444444446, 0.24, 0.2511111111111111, 0.26222222222222225, 0.2688888888888889, 0.27555555555555555, 0.2811111111111111, 0.2811111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020554199727484956, 0.04944920900015859, 0.09830333400168456, 0.1472437499978696, 0.19639941700006602, 0.2456692919950001, 0.29500916699907975, 0.3443738339992706, 0.3948405420014751, 0.44469258400204126, 0.4954932499967981, 0.5453399589969194, 0.5953609169955598, 0.645224583997333, 0.6952157089981483, 0.7450257500022417, 0.7945509170021978, 0.8437924589961767, 0.8942258339957334, 0.9434717499971157]",278.8417686660032,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
