board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,830051,001,2023-09-27_14h29.41.757,WythoffsHumanExp,2023.1.3,None,
19.267761916969903,19.267761916969903,19.267761916969903,19.267761916969903,19.267761916969903,19.267761916969903,,,,,,,
