board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,500339,001,2023-09-27_14h44.45.427,WythoffsHumanExp,2023.1.3,None,
10.976456750009675,10.976456750009675,10.976456750009675,10.976456750009675,10.976456750009675,10.976456750009675,10.976456750009675,10.976456750009675,10.976456750009675,,,,,,,
