games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,9.504834791005123,9.504834791005123,9.504834791005123,12.481703749974258,12.481703749974258,13.293113916006405,14.298806957958732,15.590351708000526,,,,,572128,001,2023-09-25_14h52.50.290,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,16.556606040976476,16.556606040976476,16.977132332976907,,,,,,,572128,001,2023-09-25_14h52.50.290,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,18.02842462499393,18.02842462499393,18.77446087496355,18.77446087496355,572128,001,2023-09-25_14h52.50.290,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,20.797911625006236,20.797911625006236,20.797911625006236,,,,23.79153054096969,25.050422166008502,,,,,572128,001,2023-09-25_14h52.50.290,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,26.056998415966518,26.056998415966518,26.845968750014435,27.8575851659989,29.137461124977563,,,,,572128,001,2023-09-25_14h52.50.290,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,30.107263915997464,30.107263915997464,30.858890999981668,30.858890999981668,572128,001,2023-09-25_14h52.50.290,WythoffsHumanExp,2023.1.3,None,
