practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42472224999983,,,,,,,,,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01693725000041013,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.043333333333333335, -0.24, -0.36444444444444446, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39444444444444443, -0.41333333333333333, -0.42, -0.42, -0.42, -0.42, -0.42]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03666666666666667, 0.31666666666666665, 0.5, 0.5, 0.5, 0.5, 0.5, 0.4922222222222222, 0.45555555555555555, 0.4255555555555556, 0.41888888888888887, 0.41888888888888887, 0.4211111111111111, 0.4211111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017099999968195334, 0.05078716599928157, 0.099314625000261, 0.14934700000048906, 0.1984207500008779, 0.24762849999933678, 0.2961310410009901, 0.34450141600063944, 0.3932269159995485, 0.44199729100000695, 0.4909694580001087, 0.5401663329994335, 0.5898432499998307, 0.639506875000734, 0.6888077080002404, 0.7379965000000084, 0.7865343749999738, 0.8359945829997741, 0.8853927079999266, 0.93463679100023, 0.9839260410008137, 1.0336030409998784, 1.0832936660008272, 1.133530666000297, 1.1840022079995833, 1.2336437499998283]",73.68831487500029,57.82541812499949,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04676087500047288,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.021111111111111112, -0.13111111111111112, -0.2688888888888889, -0.3211111111111111, -0.33555555555555555, -0.35, -0.36444444444444446, -0.37, -0.37444444444444447, -0.38222222222222224, -0.39111111111111113, -0.3933333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0811111111111111, 0.15555555555555556, 0.17888888888888888, 0.18555555555555556, 0.19, 0.19111111111111112, 0.19111111111111112, 0.18777777777777777, 0.18444444444444444, 0.18222222222222223, 0.1811111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017624999964027666, 0.049520958000357496, 0.09899445799965179, 0.14834999999948195, 0.19809770800020488, 0.24783608299912885, 0.2974297500004468, 0.345491124999171, 0.3933371659986733, 0.4419047909996152, 0.49049162499977683, 0.5396524999996473, 0.5887884579988167, 0.639385582999239, 0.6885811659994943, 0.7377948329994979, 0.78705783300029, 0.8361781659987173, 0.8856414159999986, 0.9347019159995398, 0.9838085409992345, 1.0330878749991825, 1.0831083329994726, 1.132709707999311, 1.182421333000093]",83.39287266700012,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.23204633400019,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03071187500063388,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0033333333333333335, -0.04, -0.1288888888888889, -0.1988888888888889, -0.27, -0.31333333333333335, -0.33111111111111113, -0.3433333333333333, -0.3511111111111111, -0.3655555555555556, -0.3811111111111111, -0.3877777777777778, -0.39, -0.39222222222222225, -0.39444444444444443, -0.39444444444444443]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0077777777777777776, 0.06888888888888889, 0.12333333333333334, 0.19777777777777777, 0.2388888888888889, 0.25, 0.25555555555555554, 0.25555555555555554, 0.25333333333333335, 0.2477777777777778, 0.24555555555555555, 0.24333333333333335, 0.24222222222222223, 0.24222222222222223, 0.24222222222222223]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018037500012724195, 0.04990679100046691, 0.09875537500010978, 0.1480137079997803, 0.19773808300124074, 0.2479649580000114, 0.2974059580010362, 0.34727870800088567, 0.39642025000102876, 0.4458826250011043, 0.49457479100055934, 0.5435966250006459, 0.5927759580008569, 0.6413067499997851, 0.6904162080008973, 0.7390905829997791, 0.7878611659998569, 0.8371624999999767, 0.8854888330006361, 0.9341376660013339, 0.9829219580005883, 1.031720666000183, 1.0811703330000455, 1.1302695410013257, 1.17956545800007, 1.2290412910006125, 1.2793527499998163, 1.3283358750013576, 1.377629500000694, 1.426558291001129, 1.475285791000715, 1.5238223329997709, 1.5729821660006564, 1.6215428750001593, 1.6705225410005369, 1.71873716600021, 1.7676545829999668, 1.8159257910010638, 1.8648449160009477, 1.9144983330006653, 1.9636368749997928, 2.0131153750007797, 2.0622345829997357, 2.110931208000693, 2.160106999999698, 2.2090395410014025, 2.2580131249997066, 2.3069215410014294, 2.355803458000082, 2.4061005410003418, 2.455540208000457, 2.503962708000472, 2.5527172080001037, 2.601447625000219, 2.650882416000968, 2.700639583001248, 2.74986033300047, 2.7986744999998336, 2.8478893330011488, 2.8968459160005295, 2.946084958000938, 2.994537874999878, 3.043175291000807, 3.0920367500002612, 3.141006500000003, 3.1897032910001144, 3.238370875000328, 3.286830250001003, 3.3362650409999333, 3.3855236660001538, 3.434332083001209, 3.4835585830005584, 3.532302833000358, 3.5815020830013964, 3.632573458000479, 3.6825505409997277, 3.733640958000251, 3.784328749999986, 3.8342339580012776, 3.8845668330013723, 3.933481957999902, 3.9818061660007515, 4.030979125000158, 4.079985291000412, 4.129053541000758, 4.178215125000861, 4.227520041000389, 4.277407458001107, 4.327544875000967, 4.37707408300048, 4.426469333000568, 4.4755853330007085, 4.52493129100003, 4.574032500000612, 4.623240708000594, 4.672661083001003, 4.7241154160001315, 4.773925790999783, 4.823365750000448, 4.873536500001137, 4.923055208000733, 4.973136041000544, 5.023282750000362]",145.64790391699898,,,86.37718983400009,112.38203204199999,221.6576334170004,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883268,2,2024-02-02_10h44.30.243,WythoffsHumanExp,2023.1.3,None,
