games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,imagine_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,14.389019833004568,,,,,,,,,,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.004258333996403962,"[-0.5233333333333333, -0.5233333333333333, -0.4911111111111111, -0.43666666666666665, -0.37555555555555553, -0.31555555555555553, -0.2633333333333333, -0.20333333333333334, -0.13111111111111112, -0.10444444444444445, -0.1, -0.11888888888888889, -0.19, -0.2611111111111111, -0.29555555555555557, -0.31222222222222223, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.33555555555555555, -0.36, -0.3711111111111111, -0.37444444444444447, -0.38, -0.38666666666666666, -0.39222222222222225, -0.39444444444444443, -0.39555555555555555]","[-0.03777777777777778, -0.03777777777777778, 0.0011111111111111111, 0.05555555555555555, 0.10444444444444445, 0.13333333333333333, 0.14888888888888888, 0.16, 0.14888888888888888, 0.13333333333333333, 0.12777777777777777, 0.1322222222222222, 0.17888888888888888, 0.2388888888888889, 0.2877777777777778, 0.3211111111111111, 0.3288888888888889, 0.3288888888888889, 0.3288888888888889, 0.3288888888888889, 0.3288888888888889, 0.34555555555555556, 0.37, 0.38333333333333336, 0.38666666666666666, 0.39111111111111113, 0.39666666666666667, 0.4011111111111111, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005590000073425472, 0.05065449999528937, 0.10030341599485837, 0.15037645801203325, 0.20040041601168923, 0.25015208299737424, 0.2998244159971364, 0.3501460409897845, 0.39981795800849795, 0.45023904100526124, 0.5008887909934856, 0.5510097499936819, 0.6027470830013044, 0.6530624160077423, 0.703245540993521, 0.7543762080022134, 0.8035540409910027, 0.8525887499854434, 0.9017387909989338, 0.9507800829887856, 1.0010360830056015, 1.050828832987463, 1.1015405000071041, 1.1527196250099223, 1.203756583010545, 1.254829040990444, 1.3060883749858476, 1.3577239580044989, 1.412824915983947, 1.4642180409864523]",24.937113791995216,,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,0.037384709023172036,"[-0.5744444444444444, -0.5744444444444444, -0.5744444444444444, -0.5744444444444444, -0.5577777777777778, -0.4722222222222222, -0.39222222222222225, -0.3477777777777778, -0.33111111111111113, -0.31666666666666665, -0.2911111111111111, -0.2588888888888889, -0.2477777777777778, -0.26, -0.33555555555555555, -0.40555555555555556, -0.42, -0.4255555555555556, -0.4288888888888889, -0.43, -0.43, -0.43, -0.43, -0.43, -0.43, -0.42444444444444446, -0.4222222222222222, -0.4222222222222222, -0.4222222222222222]","[0.03, 0.03, 0.03, 0.03, 0.043333333333333335, 0.08444444444444445, 0.09555555555555556, 0.09333333333333334, 0.0811111111111111, 0.06555555555555556, 0.052222222222222225, 0.06222222222222222, 0.08888888888888889, 0.11777777777777777, 0.17666666666666667, 0.27111111111111114, 0.3188888888888889, 0.34555555555555556, 0.35777777777777775, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.3622222222222222, 0.37444444444444447, 0.38222222222222224, 0.38333333333333336, 0.38333333333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017333301366306841, 0.04964150002342649, 0.09950000001117587, 0.14941370801534504, 0.19929004102596082, 0.2490606660139747, 0.2992065830039792, 0.3490375410183333, 0.39935700001660734, 0.4491712910239585, 0.5001481660001446, 0.5499097499996424, 0.5998586660134606, 0.6494423750264104, 0.6995127080008388, 0.7495196660165675, 0.7991237500100397, 0.8492700410133693, 0.8993319160072133, 0.9482180000049993, 0.9974983330175746, 1.0470458330237307, 1.0963462910149246, 1.1470554580155294, 1.196772958006477, 1.247283333010273, 1.2969075410219375, 1.347003583010519, 1.3967960000154562]",38.401744958013296,,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98900904200855,,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.97776329200133,,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.97605916700559,475239,000,2023-10-16_14h26.34.413,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,0.04778533399803564,"[-0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222]","[0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001870840205810964, 0.049580292019527406, 0.09870758402394131, 0.14763391701853834, 0.19770375001826324, 0.24734220901154913, 0.29706916701979935, 0.3468711670138873, 0.3980040840106085, 0.4486689170007594]",86.94201466700179,,,,,,,,,,
