trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.280394250003155,9.94219129200792,10.940771374996984,11.977144625008805,473967,001,2023-09-22_11h18.49.681,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,12.980735333985649,14.18988570899819,15.228865374985617,16.219430249999277,473967,001,2023-09-22_11h18.49.681,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,17.215848541993182,29.380372749990784,30.421122291998472,31.41170024999883,473967,001,2023-09-22_11h18.49.681,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,32.41188883400173,34.18896895900252,35.190391999989515,36.22116029198514,473967,001,2023-09-22_11h18.49.681,WythoffsHumanExp,2023.1.3,None,
