games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,status_text.started,next_mouse.started,next_mouse.x,next_mouse.y,next_mouse.leftButton,next_mouse.midButton,next_mouse.rightButton,next_mouse.time,next_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,460628,001,2023-09-26_13h53.29.754,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,13.541713582992088,0.03456837497651577,[-0.044444444444444446],[-0.025555555555555557],[1],[0],[0],[32.73324533295818],['button'],460628,001,2023-09-26_13h53.29.754,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,460628,001,2023-09-26_13h53.29.754,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,52.29827945801662,0.007972125022206455,[-0.08777777777777777],[-0.023333333333333334],[1],[0],[0],[9.29114166594809],['button'],460628,001,2023-09-26_13h53.29.754,WythoffsHumanExp,2023.1.3,None,
