games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,11.999648875003913,,,,,,,,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, -0.03888888888888889, -0.1111111111111111, -0.14, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.1511111111111111, -0.19555555555555557, -0.2288888888888889, -0.23777777777777778, -0.2388888888888889, -0.2388888888888889, -0.2388888888888889, -0.2388888888888889, -0.25555555555555554, -0.2811111111111111, -0.29444444444444445, -0.29888888888888887, -0.30666666666666664, -0.31333333333333335, -0.3188888888888889, -0.3233333333333333, -0.3288888888888889, -0.33555555555555555, -0.3488888888888889, -0.3611111111111111, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.37222222222222223, -0.3888888888888889, -0.4, -0.4033333333333333, -0.4033333333333333, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444, -0.4066666666666667, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889]","[-0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.027777777777777776, -0.017777777777777778, -0.01, -0.01, -0.01, -0.01, -0.01, -0.006666666666666667, 0.017777777777777778, 0.042222222222222223, 0.05, 0.05, 0.05, 0.05, 0.05, 0.052222222222222225, 0.057777777777777775, 0.06222222222222222, 0.06444444444444444, 0.06666666666666667, 0.07, 0.07111111111111111, 0.07111111111111111, 0.07111111111111111, 0.07111111111111111, 0.07111111111111111, 0.07333333333333333, 0.07444444444444444, 0.07444444444444444, 0.07444444444444444, 0.07444444444444444, 0.07888888888888888, 0.09222222222222222, 0.10222222222222223, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10111111111111111, 0.08444444444444445, 0.06777777777777778, 0.052222222222222225, 0.04888888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016724999295547605, 0.049797458996181376, 0.09965849999571219, 0.14936266699805856, 0.19870241699391045, 0.24873754200234544, 0.2977645420032786, 0.3465886670019245, 0.396461416996317, 0.4464728339953581, 0.4965169170027366, 0.5466460000025108, 0.5972496670001419, 0.6468911669944646, 0.6965482919913484, 0.7463902089948533, 0.796211916996981, 0.8462184590025572, 0.8968305000016699, 0.9548607089964207, 1.0052804589940934, 1.05513933399925, 1.1057946249929955, 1.1552315419976367, 1.205060958993272, 1.2552333749918034, 1.305718584000715, 1.355974124991917, 1.4061962089908775, 1.4554599590046564, 1.5044670839997707, 1.5538402919919463, 1.6032432089996291, 1.6540413339971565, 1.70408020899049, 1.7541445840033703, 1.8041585419996409, 1.8536864170018816, 1.9032571669958998, 1.95314287499059, 2.002886916990974, 2.052989624993643, 2.103209833992878, 2.153185584000312, 2.2032230000040727, 2.253147416995489, 2.303511209000135, 2.3537731249962235, 2.4037285419908585, 2.4536605839966796, 2.503422291993047, 2.5534287089976715, 2.60337337499368, 2.6527228749910137, 2.701691791997291, 2.7509488340001553, 2.800987875001738, 2.8512415419972967, 2.9014371249941178, 2.9515098339907127, 3.0015513749967795, 3.0519747090002056, 3.101816416994552, 3.1515449169964995, 3.2009157089923974, 3.2501049589918694, 3.2991588750010123, 3.348300041994662, 3.397134750004625, 3.4469908339960966, 3.4968665420019533, 3.5470268339995528, 3.597271374994307, 3.6469116249936633, 3.6965683339949464, 3.74611150000419, 3.795802459004335, 3.8458047089952743, 3.8961740419908892, 3.9456548339949222, 3.9954735420033103, 4.045137334003812, 4.095417999997153, 4.145559625001624, 4.195814042002894, 4.245230166998226, 4.295205709000584, 4.3459125840017805, 4.396603959001368, 4.4467950419930276, 4.4973479170002975, 4.547039291996043, 4.596590125001967, 4.646474374996615, 4.696414124991861, 4.746654834001674, 4.797816083999351, 4.84725345899642, 4.897807375004049, 4.947742000003927, 4.998447666992433, 5.048386791997473]",0.016839749994687736,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,27.27161354100099,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333]","[0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017479099915362895, 0.05197529100405518, 0.10133491599117406, 0.15050375000282656, 0.19982900000468362, 0.24900762499601115, 0.2981043750041863, 0.3471527499932563, 0.3973791659955168, 0.44714495800144505, 0.4970951659925049, 0.5470754580019275, 0.5983033329976024, 0.6491211249958724]",0.014399917010450736,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,36.799421290998,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,38.337037416000385,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,463129,001,2023-10-12_13h40.38.921,WythoffsHumanExp,2023.1.3,None,
