games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,21.152894540995476,,,,,,,,,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,0.015477957989787683,"[-0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.17444444444444446, -0.1688888888888889, -0.16666666666666666, -0.16444444444444445, -0.16333333333333333, -0.16333333333333333, -0.16333333333333333, -0.16333333333333333, -0.16333333333333333, -0.16333333333333333, -0.16333333333333333, -0.16111111111111112, -0.14666666666666667, -0.13444444444444445, -0.12222222222222222, -0.11444444444444445, -0.11, -0.10777777777777778, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.14333333333333334, -0.2722222222222222, -0.3433333333333333, -0.3688888888888889, -0.38222222222222224, -0.3877777777777778, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3933333333333333, -0.4, -0.4022222222222222, -0.4022222222222222, -0.4011111111111111, -0.3988888888888889, -0.39555555555555555, -0.3888888888888889, -0.38, -0.36777777777777776, -0.3511111111111111, -0.33444444444444443, -0.3188888888888889, -0.30444444444444446, -0.29777777777777775, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29444444444444445, -0.28888888888888886, -0.2677777777777778, -0.23777777777777778, -0.2088888888888889, -0.18888888888888888, -0.16666666666666666, -0.1511111111111111, -0.14333333333333334, -0.14, -0.13777777777777778, -0.13555555555555557, -0.1322222222222222, -0.13111111111111112, -0.1288888888888889, -0.12777777777777777, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668]","[0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.015555555555555555, 0.06, 0.09, 0.09888888888888889, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.10555555555555556, 0.13444444444444445, 0.16333333333333333, 0.19111111111111112, 0.2111111111111111, 0.22777777777777777, 0.24444444444444444, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.29, 0.29, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.3, 0.3211111111111111, 0.3388888888888889, 0.3566666666666667, 0.3711111111111111, 0.3788888888888889, 0.3788888888888889, 0.38222222222222224, 0.38333333333333336, 0.38333333333333336, 0.38333333333333336, 0.38333333333333336, 0.38333333333333336, 0.38333333333333336, 0.38333333333333336, 0.39444444444444443, 0.4111111111111111, 0.41555555555555557, 0.4166666666666667, 0.41444444444444445, 0.41, 0.40444444444444444, 0.39444444444444443, 0.38222222222222224, 0.37, 0.35777777777777775, 0.3511111111111111, 0.3488888888888889, 0.35, 0.3522222222222222, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35, 0.3388888888888889, 0.3233333333333333, 0.3088888888888889, 0.29777777777777775, 0.28555555555555556, 0.27666666666666667, 0.2722222222222222, 0.27, 0.2677777777777778, 0.2644444444444444, 0.2611111111111111, 0.2577777777777778, 0.25555555555555554, 0.25333333333333335, 0.25333333333333335, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224, 0.25222222222222224]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001687909971224144, 0.04845941599342041, 0.09700449999945704, 0.1462362499878509, 0.1956368749961257, 0.2452591249893885, 0.29474958300124854, 0.3439568329922622, 0.39269616598903667, 0.44169737499032635, 0.49086049999459647, 0.5399718749977183, 0.5893401659996016, 0.6387097909901058, 0.6872349999903236, 0.7361125829920638, 0.7848172499943757, 0.8330874999955995, 0.8819086659932509, 0.9304674159939168, 0.980144332992495, 1.0303477499983273, 1.0799434579967055, 1.130144290989847, 1.1800941659894306, 1.23128891599481, 1.2814876659977017, 1.3306862079916755, 1.3806116659980034, 1.431072374994983, 1.4805384579958627, 1.529795207999996, 1.579579624987673, 1.6290339580009459, 1.6788613329990767, 1.728884999989532, 1.778875332995085, 1.8279251659987494, 1.8762244159879629, 1.9247293749940582, 1.9740727499884088, 2.0234322499891277, 2.072849624993978, 2.1222754159971373, 2.1713237910007592, 2.2203592079895316, 2.2695629579975503, 2.317980499996338, 2.3667623749934137, 2.415918832994066, 2.46534850000171, 2.514293624990387, 2.5636088329920312, 2.613064665987622, 2.6622495829942636, 2.7118351659883047, 2.76160445799178, 2.8119127079989994, 2.8621079579897923, 2.9120123329921626, 2.9618665409943787, 3.0119491660007043, 3.0617440409987466, 3.111586165992776, 3.161959207995096, 3.212566665999475, 3.2625426250015153, 3.3121367909916444, 3.3619570000009844, 3.412236207994283, 3.46247141600179, 3.51266191600007, 3.5624518749973504, 3.611806000000797, 3.6610176249960205, 3.7096119999914663, 3.7585819579981035, 3.80721558300138, 3.8559159579890547, 3.904527374994359, 3.9534363329876214, 4.002854833001038, 4.051623332998133, 4.100127457990311, 4.148769415987772, 4.1973719999950845, 4.247401665998041, 4.297488957992755, 4.3479086659936, 4.398873790996731, 4.448357290995773, 4.49793108299491, 4.547628000000259, 4.597674499993445, 4.64761891598755, 4.697884665991296, 4.74793829099508, 4.797596749995137, 4.847432415990625, 4.897380290989531, 4.947401790996082, 4.997998124992591, 5.0475035829877015, 5.096724832998007, 5.1459702079882845, 5.1953130409965524, 5.2448154159937985, 5.29454024998995, 5.343582457993762, 5.392800957997679, 5.44154470799549, 5.490169208002044, 5.53919087498798, 5.5881077499943785, 5.638102083001286, 5.689138665999053, 5.7433181660017, 5.792902374989353, 5.841963874991052, 5.890977249990101, 5.940051415993366, 5.98893466599111, 6.038198415990337, 6.087299499995424, 6.135677832993679, 6.184152791000088, 6.232944290997693, 6.282756000000518, 6.331833165997523, 6.380962750001345, 6.430352832991048, 6.479986790989642, 6.530214457990951, 6.5791734579979675, 6.628711707991897, 6.6783754999923985, 6.728252707995125, 6.7780260409927, 6.827159207998193, 6.876061415998265, 6.925200790996314, 6.973989915990387, 7.0230810409993865, 7.071543415993801, 7.1200404159899335, 7.168760290995124, 7.217716915998608, 7.267041415994754, 7.315574874999584, 7.364064707988291, 7.4147051659965655, 7.4641026249883]",,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,0.033381250003003515,"[-0.4088888888888889, -0.4066666666666667, -0.38666666666666666, -0.3566666666666667, -0.33111111111111113, -0.3111111111111111, -0.29777777777777775, -0.29333333333333333, -0.29333333333333333, -0.29333333333333333, -0.29888888888888887, -0.30777777777777776, -0.31777777777777777, -0.33111111111111113, -0.3377777777777778, -0.34, -0.34, -0.3411111111111111, -0.3422222222222222]","[0.41, 0.4088888888888889, 0.4, 0.3811111111111111, 0.3611111111111111, 0.3411111111111111, 0.3244444444444444, 0.31666666666666665, 0.31333333333333335, 0.3111111111111111, 0.30777777777777776, 0.3055555555555556, 0.30444444444444446, 0.3022222222222222, 0.29888888888888887, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.29555555555555557]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000385833001928404, 0.05015704099787399, 0.09949537499051075, 0.1487712910020491, 0.19838000000163447, 0.24796754099952523, 0.2973847909888718, 0.3471792079944862, 0.39699324998946395, 0.44726862499373965, 0.49772887499420904, 0.5471824999985984, 0.5965779159887461, 0.6468268329917919, 0.6971348329971079, 0.7476208750013029, 0.7977299159974791, 0.8482995410013245, 0.8976265829987824]",,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,0.047471625002799556,"[-0.41333333333333333, -0.41333333333333333, -0.41333333333333333]","[0.40444444444444444, 0.40444444444444444, 0.40444444444444444]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.00017045899585355073, 0.04942691700125579, 0.09839158398972359]",,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,42.550590083003044,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,[],[],[],[],[],[],,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,0.031017290995805524,"[-0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.1922222222222222, -0.19444444444444445, -0.21222222222222223, -0.22777777777777777, -0.2311111111111111, -0.2311111111111111, -0.2311111111111111, -0.2311111111111111, -0.2311111111111111, -0.2688888888888889, -0.3488888888888889, -0.3788888888888889, -0.3877777777777778, -0.3933333333333333, -0.4022222222222222, -0.4088888888888889, -0.4111111111111111, -0.4111111111111111]","[-0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.04, 0.1411111111111111, 0.32, 0.36, 0.36, 0.36, 0.36, 0.36, 0.37, 0.4011111111111111, 0.41555555555555557, 0.41888888888888887, 0.4255555555555556, 0.4266666666666667, 0.4266666666666667, 0.42444444444444446, 0.42444444444444446]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016879200120456517, 0.04962350000278093, 0.09886312499293126, 0.14772608400380705, 0.1962550000025658, 0.2455821250041481, 0.2944587920064805, 0.3427368340053363, 0.39146116700430866, 0.4398311249969993, 0.4884250000031898, 0.5369228339986876, 0.5855801249999786, 0.6347441249963595, 0.6837098749965662, 0.7333537090016762, 0.7833271249983227, 0.8329550420021405, 0.8825126250012545, 0.9315226670005359, 0.9805274170066696, 1.0295759589935187, 1.0784876669931691, 1.1270769999973709, 1.1760698339930968, 1.2251247499953024, 1.2737287920026574, 1.3225063340069028, 1.3712938749958994, 1.4198441250046017, 1.46839908399852, 1.5191242919972865, 1.5713917499961099, 1.6235240420064656, 1.675631334001082, 1.7276357090013335, 1.7797532090044115, 1.8316039589990396, 1.883548833997338, 1.9340917090012226, 1.9843713750015013, 2.0349022089940263, 2.0844751249969704, 2.134590500005288, 2.1847137919976376, 2.2351940420048777, 2.285390000004554, 2.33559229200182, 2.384771625002031]",,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,53.22509141599585,,,691020,001,2023-10-12_10h53.36.734,WythoffsHumanExp,2023.1.3,None,
