games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,225690,001,2023-10-25_14h41.25.699,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,225690,001,2023-10-25_14h41.25.699,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.583065249998981,,,,,,,,,225690,001,2023-10-25_14h41.25.699,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,0.02499366700067185,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008888888888888889, -0.09555555555555556, -0.2411111111111111, -0.3022222222222222, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.31222222222222223, -0.35, -0.38555555555555554, -0.40444444444444444, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0077777777777777776, 0.11222222222222222, 0.2911111111111111, 0.34, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.34444444444444444, 0.36, 0.3788888888888889, 0.38666666666666666, 0.39, 0.3933333333333333, 0.39444444444444443]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017099999968195334, 0.04851333300030092, 0.09632520800005295, 0.14430695800001558, 0.19185812499927124, 0.23978791599984106, 0.28716491600062, 0.33483016600075644, 0.3835191250000207, 0.43244187500022235, 0.48103070800061687, 0.5302120830001513, 0.579109750000498, 0.6269571249995352, 0.675139749999289, 0.7231365000006917, 0.7718110830010119, 0.8205863330003922, 0.8691299580004852, 0.9178800410008989, 0.9663379579997127, 1.0149642079995829, 1.0644646660002763, 1.112565249999534]",18.437079541999992,225690,001,2023-10-25_14h41.25.699,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,[],[],[],[],[],[],25.509531666999465,225690,001,2023-10-25_14h41.25.699,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,,,0.04303724999954284,"[-0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.12666666666666668, -0.04777777777777778, -0.20555555555555555, -0.3111111111111111, -0.33444444444444443, -0.33444444444444443, -0.33444444444444443, -0.33444444444444443, -0.34444444444444444, -0.38333333333333336, -0.4022222222222222, -0.4122222222222222, -0.41333333333333333, -0.41333333333333333]","[0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.2544444444444444, 0.03777777777777778, 0.19111111111111112, 0.2877777777777778, 0.30444444444444446, 0.30444444444444446, 0.30444444444444446, 0.30444444444444446, 0.31666666666666665, 0.36333333333333334, 0.39, 0.40444444444444444, 0.40555555555555556, 0.40555555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017950000074051786, 0.0491055000002234, 0.09754212500047288, 0.14542174999951385, 0.1930215419997694, 0.2409167499990872, 0.289222792000146, 0.33748354199997266, 0.3858271249991958, 0.43508987499990326, 0.48402524999983143, 0.5329570419999072, 0.5816187500004162, 0.6303538749998552, 0.678686834000473, 0.7267557089999173, 0.7753000419997989, 0.823635958999148, 0.872654209000757, 0.9212762499992095, 0.9699428749991057, 1.0180994170004851, 1.0670643339999515]",39.39536504199896,225690,001,2023-10-25_14h41.25.699,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.02437350000036531,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.01, -0.03666666666666667, -0.09555555555555556, -0.16333333333333333, -0.20777777777777778, -0.22333333333333333, -0.22444444444444445, -0.22444444444444445, -0.22444444444444445, -0.22444444444444445, -0.24444444444444444, -0.32666666666666666, -0.38, -0.39666666666666667, -0.4022222222222222, -0.40555555555555556, -0.4066666666666667, -0.4088888888888889, -0.4088888888888889, -0.41, -0.4111111111111111, -0.4111111111111111, -0.4111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.0011111111111111111, -0.0011111111111111111, 0.01888888888888889, 0.05444444444444444, 0.10333333333333333, 0.12777777777777777, 0.1288888888888889, 0.1288888888888889, 0.1288888888888889, 0.1288888888888889, 0.14444444444444443, 0.24444444444444444, 0.3233333333333333, 0.35, 0.35888888888888887, 0.36333333333333334, 0.36666666666666664, 0.37333333333333335, 0.38555555555555554, 0.39666666666666667, 0.4011111111111111, 0.4022222222222222, 0.4022222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017587499860383105, 0.048694416998841916, 0.09726449999834585, 0.14585358399926918, 0.19433383399882587, 0.24329412499901082, 0.2916103749994363, 0.3399697089989786, 0.3887951249998878, 0.4373507919990516, 0.4859712919987942, 0.534305791999941, 0.5827457919986045, 0.6315174999999726, 0.6800012499988952, 0.7286436669983232, 0.7775389589987753, 0.8258963749995019, 0.8746063339985994, 0.92337950000001, 0.9721191669996188, 1.0208902089998446, 1.069268708999516, 1.1176490419984475, 1.166213249998691, 1.2151789589988766, 1.2638007919995289, 1.3124182920000749, 1.3612004589995195, 1.4101682919990708]",51.657717582998885,,,,,,,
