games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,48.08421658300085,,,,,,,,,,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"[-0.25222222222222224, -0.25222222222222224, -0.25333333333333335, -0.27, -0.3111111111111111, -0.35, -0.37666666666666665, -0.39, -0.3933333333333333, -0.3933333333333333, -0.39, -0.39, -0.39222222222222225, -0.39444444444444443, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778]","[0.07777777777777778, 0.07777777777777778, 0.07777777777777778, 0.08, 0.1, 0.12666666666666668, 0.15444444444444444, 0.18333333333333332, 0.23, 0.27666666666666667, 0.31222222222222223, 0.35555555555555557, 0.37777777777777777, 0.39, 0.3933333333333333, 0.3933333333333333, 0.3933333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016879099985089852, 0.04876029099978041, 0.09730904099978943, 0.14581458300017403, 0.19445562500004598, 0.24272362499959854, 0.291469374999906, 0.33949158300038107, 0.3875696249997418, 0.4356035000000702, 0.48373679100041045, 0.5323270830003821, 0.5803045829998155, 0.6284003330001724, 0.676128625000274, 0.7240652079999563, 0.7715144579997286]",0.007953416999953333,63.132442417000675,,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"[-0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39, -0.36444444444444446, -0.3466666666666667, -0.34444444444444444, -0.35888888888888887, -0.38, -0.39666666666666667, -0.4066666666666667, -0.41, -0.41]","[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.30666666666666664, 0.3288888888888889, 0.3488888888888889, 0.35777777777777775, 0.37, 0.3888888888888889, 0.4011111111111111, 0.4066666666666667, 0.41, 0.4111111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017283299985138, 0.04711649999990186, 0.09382483299941669, 0.14056316599999263, 0.18741420799960906, 0.23445349999929022, 0.2812660829995366, 0.32839645799958816, 0.37540920799983724, 0.4231400829994527, 0.47114720799982024, 0.5186177909999969, 0.5665847079999367, 0.6145038749991727, 0.6624498329993003, 0.7103574579996348, 0.7582344159991408, 0.8057700829995156, 0.8543873749995328, 0.901722915999926]",0.03793341700020392,79.32579550000082,,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.31324233300074,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.90468441700068,,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.31148808300077,212001,001,2023-10-24_16h50.01.262,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.4022222222222222, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.4066666666666667, -0.4066666666666667, -0.4066666666666667, -0.4066666666666667, -0.4066666666666667, -0.4077777777777778, -0.4077777777777778]","[0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.36777777777777776, 0.37555555555555553, 0.3844444444444444, 0.3888888888888889, 0.39, 0.39222222222222225, 0.39444444444444443, 0.39555555555555555, 0.39666666666666667, 0.3977777777777778, 0.3988888888888889, 0.4, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019466599951556418, 0.04796474999966449, 0.09504058299989993, 0.14204174999940733, 0.18913999999949738, 0.23643212499973743, 0.2835192080001434, 0.33047158299996227, 0.37742974999946455, 0.42518441599986545, 0.47282608299974527, 0.5202911249998579, 0.5674675410000418, 0.6151707909994002, 0.6638427910002065, 0.71250662500006, 0.7606735829995159, 0.8085282909996749, 0.8560148750002554, 0.9061709159996099, 0.9540337910002563, 1.0017218329994648, 1.049161207999532, 1.097355625000091, 1.1453062499995212, 1.1932255000001533, 1.2412833749995116, 1.2891283749995637, 1.3366887499996665]",0.038725375000467466,155.0743032500004,,,,,,,,,,
