trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.668703917006496,8.668703917006496,12.207630333025008,13.246447917015757,14.471618583018426,717550,001,2023-09-22_12h49.40.391,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,15.472514875000343,15.472514875000343,17.18029300001217,18.22025329200551,19.46954541699961,717550,001,2023-09-22_12h49.40.391,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,20.466789750003954,20.466789750003954,22.077699042012682,23.119009000016376,24.33306075001019,717550,001,2023-09-22_12h49.40.391,WythoffsHumanExp,2023.1.3,None,
,,,,25.34756654201192,25.34756654201192,25.866189000022132,,,,,,,,,
