games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,feedback_win.stopped,feedback_lose.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.037129124975763,8.037129124975763,8.037129124975763,11.043919415969867,11.043919415969867,12.49283733300399,13.493638165993616,14.748698707961012,,,,,,,892618,001,2023-09-25_14h59.34.133,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,15.748899624974001,15.748899624974001,16.533689540985506,,,,,,,,,892618,001,2023-09-25_14h59.34.133,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,17.57444316596957,17.57444316596957,18.320858541002963,18.320858541002963,,,892618,001,2023-09-25_14h59.34.133,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,20.3561621659901,20.3561621659901,20.3561621659901,,,,23.373744999989867,24.628084208001383,,,,,,,892618,001,2023-09-25_14h59.34.133,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,25.63240974996006,25.63240974996006,27.07883958297316,28.081902415957302,29.339072999951895,,,,,,,892618,001,2023-09-25_14h59.34.133,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,30.340001499978825,30.340001499978825,31.04789941594936,31.04789941594936,33.035815290990286,33.035815290990286,892618,001,2023-09-25_14h59.34.133,WythoffsHumanExp,2023.1.3,None,
