games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,264728,001,2023-09-27_14h53.05.361,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,9.346911582979374,9.346911582979374,9.346911582979374,9.346911582979374,9.346911582979374,9.346911582979374,9.346911582979374,9.346911582979374,9.346911582979374,,264728,001,2023-09-27_14h53.05.361,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,,264728,001,2023-09-27_14h53.05.361,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,,264728,001,2023-09-27_14h53.05.361,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,,264728,001,2023-09-27_14h53.05.361,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,27.289876499969978,,,,,,,
