practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.157981457945425,,,,,,,,,,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0.017154624976683408,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.015555555555555555, -0.11, -0.22555555555555556, -0.2811111111111111, -0.29777777777777775, -0.3011111111111111, -0.3011111111111111, -0.3011111111111111, -0.3011111111111111, -0.3011111111111111, -0.31777777777777777, -0.3688888888888889, -0.3977777777777778, -0.4066666666666667, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0044444444444444444, 0.056666666666666664, 0.12, 0.1511111111111111, 0.16111111111111112, 0.16333333333333333, 0.16333333333333333, 0.16333333333333333, 0.16333333333333333, 0.16333333333333333, 0.1711111111111111, 0.20333333333333334, 0.22333333333333333, 0.22777777777777777, 0.2288888888888889, 0.23, 0.23, 0.23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005237500299699605, 0.051497959007974714, 0.10113166703376919, 0.15065608400618657, 0.20082029199693352, 0.2508428340079263, 0.3005354170454666, 0.35034783399896696, 0.4000675840070471, 0.4495179590303451, 0.4990189590025693, 0.5485043750377372, 0.5973364590317942, 0.6459274590015411, 0.6952935840236023, 0.7443687500199303, 0.7940343340160325, 0.8435513750300743, 0.8936606250354089, 0.9442306670243852, 0.9937076670466922, 1.043896792049054, 1.0947394170216285, 1.144405250030104]",59.60518604196841,47.83323124999879,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,0.03532545897178352,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013333333333333334, -0.15666666666666668, -0.29777777777777775, -0.35777777777777775, -0.3711111111111111, -0.37333333333333335, -0.37555555555555553, -0.3811111111111111, -0.3844444444444444, -0.3888888888888889, -0.39666666666666667, -0.4033333333333333, -0.4066666666666667, -0.4066666666666667, -0.4066666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03666666666666667, 0.06888888888888889, 0.08888888888888889, 0.09888888888888889, 0.10444444444444445, 0.10888888888888888, 0.12, 0.1322222222222222, 0.14, 0.15, 0.15888888888888889, 0.16444444444444445, 0.16666666666666666, 0.16666666666666666]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018941698363050818, 0.0496914999675937, 0.09856579196639359, 0.14738837495679036, 0.19687533396063372, 0.2457369999610819, 0.294660291983746, 0.34398237499408424, 0.3931261249817908, 0.4427466669585556, 0.4922647919738665, 0.5420506249647588, 0.5921667919610627, 0.642618042009417, 0.6930053340038285, 0.7432949169888161, 0.7938828750047833, 0.8443468749755993, 0.8944261249853298, 0.9440798749565147, 0.9937558749807067, 1.0444922499591485, 1.094372374995146, 1.14417758397758, 1.1936649169656448, 1.2443511249730363, 1.2934793339809403, 1.3440955000114627, 1.3938412090064958]",69.65549049997935,,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.85419224994257,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469699,001,2024-02-01_08h23.00.613,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0677143749781,,,,,,,
