games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,status_text.started,next_mouse.started,next_mouse.x,next_mouse.y,next_mouse.leftButton,next_mouse.midButton,next_mouse.rightButton,next_mouse.time,next_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,772095,001,2023-09-26_13h39.39.830,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,772095,001,2023-09-26_13h39.39.830,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,18.56615100003546,0.02926437498535961,[-0.14777777777777779],[0.017777777777777778],[1],[0],[0],[17.946987750008702],['button'],772095,001,2023-09-26_13h39.39.830,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,772095,001,2023-09-26_13h39.39.830,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,772095,001,2023-09-26_13h39.39.830,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,46.797762500005774,0.02817983296699822,[-0.13333333333333333],[0.021111111111111112],[1],[0],[0],[28.453331333003007],['button'],772095,001,2023-09-26_13h39.39.830,WythoffsHumanExp,2023.1.3,None,
