trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.224987791996682,8.224987791996682,12.246785249997629,13.251182457985124,15.247265332989627,863975,001,2023-09-22_12h45.59.802,WythoffsHumanExp,2023.1.3,59.64065053418966,
1,0,1,0,16.2462517079839,16.2462517079839,17.422412249987246,18.46683170797769,20.460913207993144,863975,001,2023-09-22_12h45.59.802,WythoffsHumanExp,2023.1.3,59.64065053418966,
,,,,21.455729374982184,21.455729374982184,22.46606762497686,,,,,,,,,
