trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.87156458402751,8.87156458402751,8.87156458402751,11.887329292017967,11.887329292017967,14.179183917003684,15.182402917009313,16.433853916998487,951143,001,2023-09-25_12h19.38.532,WythoffsHumanExp,2023.1.3,None,
,,,,,,,17.429095375002362,17.429095375002362,19.303107167012058,,,,,,,,,
