board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,730069,001,2023-09-27_14h06.52.941,WythoffsHumanExp,2023.1.3,None,
9.426141957985237,9.426141957985237,9.426141957985237,9.426141957985237,9.426141957985237,9.426141957985237,,,,,,,
