trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.555768332997104,17.32803825000883,18.358388874999946,19.334332333004568,134872,001,2023-09-22_10h44.10.538,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,20.35953524999786,30.017446625017328,31.0464931250026,32.0192867910082,134872,001,2023-09-22_10h44.10.538,WythoffsHumanExp,2023.1.3,None,
,,,,33.038564415997826,34.56839441601187,,,,,,,,,
