games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,board_outline.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,060442,001,2023-09-27_12h26.36.127,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.07962645898806,060442,001,2023-09-27_12h26.36.127,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,060442,001,2023-09-27_12h26.36.127,WythoffsHumanExp,2023.1.3,None,
