trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.903965832956601,12.117426832963247,,,,191816,001,2023-09-22_16h04.48.145,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,17.921110415947624,19.204042082943488,13.126591749954969,13.126591749954969,16.922121040988714,191816,001,2023-09-22_16h04.48.145,WythoffsHumanExp,2023.1.3,None,
