games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.24479370797053,8.24479370797053,8.24479370797053,11.234188625006936,12.50304783298634,,,,725314,001,2023-09-25_13h27.42.275,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,13.523933957971167,13.523933957971167,14.645067000004929,725314,001,2023-09-25_13h27.42.275,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,725314,001,2023-09-25_13h27.42.275,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,15.673092374985572,15.673092374985572,15.673092374985572,,,18.688523249991704,18.688523249991704,24.19645445799688,725314,001,2023-09-25_13h27.42.275,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,725314,001,2023-09-25_13h27.42.275,WythoffsHumanExp,2023.1.3,None,
