games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,091868,001,2023-10-05_16h08.30.055,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,091868,001,2023-10-05_16h08.30.055,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,13.418864541999938,091868,001,2023-10-05_16h08.30.055,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,091868,001,2023-10-05_16h08.30.055,WythoffsHumanExp,2023.1.3,None,
