games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.334762750018854,8.334762750018854,8.334762750018854,11.328509417013265,11.328509417013265,12.469819916994311,13.508713209012058,14.754580959037412,,,,,900053,001,2023-09-25_14h38.16.551,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,15.748239500040654,15.748239500040654,17.358546500036027,,,,,,,900053,001,2023-09-25_14h38.16.551,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,18.390737459005322,18.390737459005322,19.39974158402765,19.39974158402765,900053,001,2023-09-25_14h38.16.551,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,21.397502917039674,21.397502917039674,21.397502917039674,,,,24.434959750040434,25.72317433403805,,,,,900053,001,2023-09-25_14h38.16.551,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,26.716316917038057,26.716316917038057,28.322599292034283,,,,,,,900053,001,2023-09-25_14h38.16.551,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,29.357867417042144,29.357867417042144,30.34919954201905,30.34919954201905,900053,001,2023-09-25_14h38.16.551,WythoffsHumanExp,2023.1.3,None,
