board_outline.started,box_1.started,text_1.started,arrow.started,arrow.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,797616,001,2023-09-27_13h29.09.671,WythoffsHumanExp,2023.1.3,None,
11.534661500016227,11.534661500016227,11.534661500016227,11.534661500016227,11.534661500016227,,,,,,,
