practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,551831,001,2023-10-26_16h39.39.218,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,551831,001,2023-10-26_16h39.39.218,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,0.03522750000047381,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006666666666666667, -0.07333333333333333, -0.21222222222222223, -0.29777777777777775, -0.33111111111111113, -0.33666666666666667, -0.3388888888888889, -0.34, -0.33555555555555555, -0.31666666666666665, -0.30333333333333334, -0.3, -0.3, -0.3, -0.3, -0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005555555555555556, 0.07888888888888888, 0.24222222222222223, 0.32, 0.3422222222222222, 0.3466666666666667, 0.3511111111111111, 0.35333333333333333, 0.3511111111111111, 0.3433333333333333, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001745410008879844, 0.049327916000038385, 0.0989995829986583, 0.14818362499863724, 0.19734237499869778, 0.24631966599918087, 0.29566966600032174, 0.3459928749980463, 0.39565866599878063, 0.44565604099989287, 0.4958998750007595, 0.5456750829980592, 0.5953197079979873, 0.6452403750008671, 0.6946538330012118, 0.7448292080007377, 0.7943458330009889, 0.8441976249996515, 0.8940155829986907, 0.9431154579979193, 0.9920559999991383, 1.0420841659979487, 1.0914621250012715]",,,,,,,
