practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.281781167024747,,,,,,,,,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006372499628923833,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02, -0.03888888888888889, -0.05555555555555555, -0.09444444444444444, -0.14222222222222222, -0.20444444444444446, -0.25333333333333335, -0.3022222222222222, -0.3388888888888889, -0.35444444444444445, -0.36777777777777776, -0.37666666666666665, -0.3811111111111111, -0.38222222222222224, -0.38333333333333336, -0.4166666666666667, -0.4388888888888889, -0.4388888888888889, -0.4388888888888889, -0.4388888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.03333333333333333, 0.05555555555555555, 0.09888888888888889, 0.13555555555555557, 0.18, 0.22, 0.2611111111111111, 0.2911111111111111, 0.31444444444444447, 0.3433333333333333, 0.36333333333333334, 0.37333333333333335, 0.37555555555555553, 0.37777777777777777, 0.3988888888888889, 0.41333333333333333, 0.41333333333333333, 0.41333333333333333, 0.41333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020987499738112092, 0.05141887499485165, 0.1033239999669604, 0.15335320797748864, 0.20347629202296957, 0.2533179169986397, 0.30275541701121256, 0.35235766699770465, 0.402322500012815, 0.4518972919904627, 0.5016760419821367, 0.5510567919700406, 0.6105231670080684, 0.6607952499762177, 0.7096741250134073, 0.7584154169890098, 0.8070129579864442, 0.8557743749697693, 0.9042508749989793, 0.9544149999856018, 1.0052046250202693, 1.0538288329844363, 1.1026987499790266, 1.1518913750187494, 1.2012199999880977, 1.2498219999833964, 1.299018082965631, 1.347883999987971, 1.395973916980438, 1.445016041980125, 1.4937830420094542, 1.5423841250012629, 1.5909628749941476, 1.6394261249806732, 1.6878916670102626, 1.7371711669838987, 1.7865379169816151, 1.8359366669901647, 1.8858515829779208, 1.9355139579856768, 1.9855595420231111, 2.0358124999911524, 2.085439208021853, 2.1349142499966547, 2.1839344580075704, 2.23280454199994, 2.2815747919958085, 2.330504917015787, 2.3789415420033038, 2.4277149999979883, 2.4764435829711147, 2.524774375022389, 2.573290416970849, 2.6218235419946723, 2.6703881669673137, 2.719268542015925, 2.7684329579933546, 2.8180808749748394, 2.867097874986939, 2.915776207984891, 2.964791417005472, 3.0133225829922594, 3.061613874975592, 3.1098268749774434, 3.1585381670156494, 3.2073060420225374, 3.2557869169977494, 3.3044349999981932, 3.3536155420006253, 3.4031839999952354, 3.452701958012767, 3.5025478749885224, 3.55151299998397, 3.6000855829915963, 3.6490647919708863, 3.6974763330072165, 3.7461974999750964, 3.7946134579833597, 3.843198707967531, 3.8919129999703728, 3.9411040829727426, 3.991080791980494, 4.03986800002167, 4.088429750001524, 4.137299166992307, 4.187116707966197, 4.236426083021797, 4.286099332966842, 4.336691999982577, 4.386638916970696, 4.436075708013959, 4.494637999974657, 4.544752374989912, 4.594528542016633, 4.644271666998975, 4.69400429201778, 4.743199083022773, 4.79246929200599, 4.8424398329807445, 4.891697041981388, 4.941087333019823, 4.990129042009357, 5.039564542006701, 5.088253166992217]",62.25788787502097,48.96820250002202,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010490000015124679,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022222222222222223, -0.08777777777777777, -0.14333333333333334, -0.1711111111111111, -0.18222222222222223, -0.18, -0.16777777777777778, -0.15, -0.12777777777777777, -0.11555555555555555, -0.11333333333333333, -0.10888888888888888, -0.10888888888888888, -0.15222222222222223, -0.2544444444444444, -0.3088888888888889, -0.33111111111111113, -0.34, -0.3466666666666667, -0.3611111111111111, -0.3711111111111111, -0.3888888888888889, -0.3977777777777778, -0.4033333333333333, -0.40444444444444444, -0.40444444444444444, -0.40444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333334, 0.04777777777777778, 0.08666666666666667, 0.12222222222222222, 0.15777777777777777, 0.20333333333333334, 0.25555555555555554, 0.2922222222222222, 0.3277777777777778, 0.34444444444444444, 0.3477777777777778, 0.3522222222222222, 0.36, 0.37333333333333335, 0.37444444444444447, 0.35444444444444445, 0.3388888888888889, 0.33, 0.32222222222222224, 0.31555555555555553, 0.31333333333333335, 0.30777777777777776, 0.3011111111111111, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017270800890401006, 0.04857899999478832, 0.09742487501353025, 0.14631654199911281, 0.19555112504167482, 0.2443027920089662, 0.29310837504453957, 0.34313920803833753, 0.3925833750399761, 0.4412636249908246, 0.4903464170056395, 0.5392264580004849, 0.5881095830118284, 0.6368218749994412, 0.6859005000442266, 0.734907292004209, 0.7843138329917565, 0.833684625045862, 0.8826115000410937, 0.9320404170430265, 0.9820745830074884, 1.0316217920044437, 1.0813966250279918, 1.1310087920282967, 1.1810988330398686, 1.2303708750405349, 1.2801680830307305, 1.3295197919942439, 1.3791348329978064, 1.428330917027779, 1.477362500037998, 1.526023292040918, 1.5751053750282153, 1.6243630830431357]",72.21292883303249,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.41082225000719,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01729829196119681,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02666666666666667, -0.057777777777777775, -0.09333333333333334, -0.1111111111111111, -0.13111111111111112, -0.15, -0.15, -0.15, -0.13777777777777778, -0.13333333333333333, -0.13333333333333333, -0.13333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11333333333333333, 0.21, 0.28444444444444444, 0.3188888888888889, 0.35888888888888887, 0.38666666666666666, 0.3877777777777778, 0.3877777777777778, 0.3977777777777778, 0.4011111111111111, 0.4022222222222222, 0.4022222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017895805649459362, 0.04929704201640561, 0.09787366702221334, 0.1464883330045268, 0.1947668750071898, 0.24710133305052295, 0.2958760420442559, 0.34507416700944304, 0.39315929205622524, 0.4411989170475863, 0.48915654205484316, 0.5377081670449115, 0.586094124999363, 0.6347957079997286, 0.6837709170067683, 0.7325037080445327, 0.7811349580297247, 0.8294984580134042, 0.8778921250486746, 0.9258703750092536, 0.9740108330151998, 1.0220674580195919, 1.0703181670396589, 1.1189371250220574, 1.1682887500501238, 1.217396667052526, 1.2667405829997733, 1.3161240000044927, 1.3647878750343807, 1.4133065000060014, 1.4622673750272952, 1.5110207080142573, 1.559605750022456, 1.608645250031259, 1.6573918330250308, 1.7064326250110753, 1.7550420420011505]",121.68041337502655,,,79.05167458299547,100.1189336249954,122.50370012503117,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905491,2,2024-01-25_10h17.12.168,WythoffsHumanExp,2023.1.3,None,
