board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,370450,001,2023-09-27_14h39.12.066,WythoffsHumanExp,2023.1.3,None,
11.12548558297567,11.12548558297567,11.12548558297567,11.12548558297567,11.12548558297567,11.12548558297567,11.12548558297567,,,,,,,
