board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,435816,001,2023-09-27_14h46.44.410,WythoffsHumanExp,2023.1.3,None,
9.353713207994588,9.353713207994588,9.353713207994588,9.353713207994588,9.353713207994588,9.353713207994588,9.353713207994588,9.353713207994588,9.353713207994588,,,,,,,
