practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,505366,001,2024-01-23_16h22.28.149,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,505366,001,2024-01-23_16h22.28.149,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.183631916006561,,505366,001,2024-01-23_16h22.28.149,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.03660041600232944,,,,,,,
