games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,end_blue.started,end_red.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,9.29555075004464,9.29555075004464,9.29555075004464,12.273810459009837,13.535192959010601,,,,,,836929,001,2023-09-25_14h30.27.433,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,18.58241137501318,19.83812950004358,14.57425054203486,14.57425054203486,17.568736666988116,,,836929,001,2023-09-25_14h30.27.433,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,20.836911750026047,20.836911750026047,836929,001,2023-09-25_14h30.27.433,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,21.849064417008776,21.849064417008776,21.849064417008776,27.873142083990388,29.13271108403569,24.825740750005934,24.825740750005934,26.8415910420008,,,836929,001,2023-09-25_14h30.27.433,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,30.107964334019925,30.107964334019925,30.618181459023617,,,836929,001,2023-09-25_14h30.27.433,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,31.638472708989866,31.638472708989866,836929,001,2023-09-25_14h30.27.433,WythoffsHumanExp,2023.1.3,None,
