trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.212425957957748,8.212425957957748,8.212425957957748,11.225736833002884,11.225736833002884,15.794389207963832,16.819504041981418,18.058820457954425,273479,001,2023-09-25_11h02.44.535,WythoffsHumanExp,2023.1.3,None,
,,,,,,,19.047630957968067,19.047630957968067,19.910389666969422,,,,,,,,,
