games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,moving_piece.started,npc.started,moving_npc.started,piece.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.618009375000838,8.618009375000838,8.618009375000838,11.616967750014737,12.656230250024237,13.876843000005465,,,353863,001,2023-09-25_13h06.43.054,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,17.302429750037845,,,14.888874833995942,14.888874833995942,,,,,,,
