trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.058526916021947,8.058526916021947,8.058526916021947,11.044864333001897,11.044864333001897,15.537277208000887,16.543468874995597,17.796876000007614,451286,001,2023-09-25_12h28.27.131,WythoffsHumanExp,2023.1.3,None,
,,,,,,,18.801524957991205,18.801524957991205,20.971302458026912,,,,,,,,,
