games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,261983,001,2023-10-02_14h47.18.098,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,261983,001,2023-10-02_14h47.18.098,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,16.023619792002137,261983,001,2023-10-02_14h47.18.098,WythoffsHumanExp,2023.1.3,None,
