practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,nim_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.555703416990582,,,,,,,,,,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017219875007867813,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.03, -0.10222222222222223, -0.13333333333333333, -0.13777777777777778, -0.13777777777777778, -0.13777777777777778, -0.13777777777777778, -0.13777777777777778, -0.17888888888888888, -0.25, -0.3211111111111111, -0.3688888888888889, -0.39444444444444443, -0.4111111111111111, -0.41888888888888887, -0.4255555555555556, -0.4266666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022222222222222222, 0.043333333333333335, 0.14333333333333334, 0.1922222222222222, 0.20333333333333334, 0.20333333333333334, 0.20333333333333334, 0.20333333333333334, 0.20333333333333334, 0.20222222222222222, 0.20777777777777778, 0.22444444444444445, 0.23555555555555555, 0.24, 0.24222222222222223, 0.24333333333333335, 0.24444444444444444, 0.24444444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018574995920062065, 0.05090629099868238, 0.10122162499465048, 0.15036362496903166, 0.20033195801079273, 0.2501412910060026, 0.30011650000233203, 0.34983037499478087, 0.40018850000342354, 0.44998470798600465, 0.5007187909795903, 0.5513937909854576, 0.6005999160115607, 0.6497465000138618, 0.6992417909787036, 0.7484796249773353, 0.7987893749959767, 0.8522642499883659, 0.9022915409877896, 0.9519751659827307, 1.0018833329668269, 1.0519451249856502, 1.1020785410073586, 1.1521850829594769, 1.2024489999748766, 1.2521548749646172]",56.98006583302049,44.661425166996196,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026731499994639307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.044444444444444446, -0.16111111111111112, -0.2877777777777778, -0.3477777777777778, -0.3711111111111111, -0.37777777777777777, -0.3811111111111111, -0.3888888888888889, -0.4011111111111111, -0.4022222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022222222222222222, 0.043333333333333335, 0.12666666666666668, 0.17, 0.18666666666666668, 0.19333333333333333, 0.19333333333333333, 0.19333333333333333, 0.19555555555555557, 0.19666666666666666]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019158399663865566, 0.050990624993573874, 0.10078312497353181, 0.15116299997316673, 0.20138683397090062, 0.25164795899763703, 0.3007859169738367, 0.35021616698941216, 0.39968683396000415, 0.4494387499871664, 0.4994266669964418, 0.5494515000027604, 0.5992377499933355, 0.6499183339765295, 0.6993182500009425, 0.7491093749995343, 0.7991213339846581, 0.8488744999631308, 0.8988126670010388, 0.9489730839850381, 0.9986136669758707, 1.048802417004481, 1.0987526669632643, 1.1486283339909278, 1.2153503749868833, 1.2656501669553109, 1.3160681669833139, 1.3670415839878842, 1.4177752090035938, 1.4682814999832772, 1.5187713750055991, 1.5691908749868162, 1.619240499974694, 1.6691299169906415, 1.7191552500007674, 1.7694217920070514, 1.8191893749753945, 1.8694915839587338, 1.9202882919926196, 1.968971291964408]",67.20439291698858,,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08779933303595,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06500299996696413,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006666666666666667, -0.058888888888888886, -0.12777777777777777, -0.2111111111111111, -0.2644444444444444, -0.30444444444444446, -0.33555555555555555, -0.3477777777777778, -0.3522222222222222, -0.36, -0.3711111111111111, -0.38333333333333336, -0.39555555555555555, -0.3988888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, 0.02666666666666667, 0.07111111111111111, 0.12222222222222222, 0.16111111111111112, 0.18666666666666668, 0.19777777777777777, 0.20222222222222222, 0.20333333333333334, 0.20666666666666667, 0.21555555555555556, 0.22444444444444445, 0.2311111111111111, 0.23222222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019608298316597939, 0.05028358299750835, 0.09922487498261034, 0.14810541598126292, 0.19704820797778666, 0.24619649996748194, 0.2954312500078231, 0.3455866660224274, 0.39616212499095127, 0.44673704099841416, 0.49746533297002316, 0.5475642079836689, 0.5970636249985546, 0.6470492500229739, 0.6972054580110125, 0.7469425000017509, 0.7976800830219872, 0.8478632500045933, 0.8977670000167564, 0.9476284999982454, 0.9979377079871483, 1.0482535000192001]",115.84518716699677,,,71.31264083302813,94.66631683299784,,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7964529999881,,,813590,001,2024-02-01_10h29.48.383,WythoffsHumanExp,2023.1.3,None,
