games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,18.40605291700922,,,,,,,,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[-0.42, -0.41555555555555557, -0.4, -0.3977777777777778, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667]","[0.4033333333333333, 0.40555555555555556, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4122222222222222, 0.4122222222222222]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0004399169993121177, 0.05087512500176672, 0.10053874998993706, 0.15008941700216383, 0.19995754199044313, 0.2495285420009168, 0.2991597499931231, 0.3487272920028772]",0.0434184589976212,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,26.80840237501252,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889]","[0.42777777777777776, 0.42777777777777776, 0.42777777777777776, 0.42777777777777776, 0.42777777777777776, 0.42777777777777776, 0.42777777777777776]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.00025783399178180844, 0.0505903750017751, 0.10080479200405534, 0.15064799999527168, 0.2006778340000892, 0.25127154200163204, 0.30178670899476856]",0.04305591699085198,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,33.40479862500797,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,97.88944604201242,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,99.02957679200335,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,633899,001,2023-10-12_13h05.12.818,WythoffsHumanExp,2023.1.3,None,
