practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,516445,001,2024-01-30_13h36.32.670,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,516445,001,2024-01-30_13h36.32.670,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,11.875101207988337,,,,,,,,,,516445,001,2024-01-30_13h36.32.670,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,0.017278250015806407,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.12111111111111111, -0.2088888888888889, -0.2288888888888889, -0.2288888888888889, -0.2288888888888889, -0.2288888888888889, -0.2288888888888889, -0.2644444444444444, -0.34555555555555556, -0.3844444444444444, -0.39444444444444443, -0.39555555555555555, -0.39555555555555555, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07333333333333333, 0.18333333333333332, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2588888888888889, 0.35888888888888887, 0.4088888888888889, 0.4255555555555556, 0.4266666666666667, 0.4266666666666667, 0.4255555555555556, 0.42333333333333334, 0.42333333333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00037008296931162477, 0.05183383298572153, 0.10102462494978681, 0.14973712497157976, 0.1987089579924941, 0.24761195795144886, 0.29720795794855803, 0.3739260829752311, 0.42406687495531514, 0.47423249995335937, 0.5235290419659577, 0.5729333749623038, 0.6226151249720715, 0.6723308329819702, 0.7223120419657789, 0.7716537079541013, 0.8209472079761326, 0.8709459169767797, 0.920533541997429, 0.9698022499796934, 1.0195662079495378, 1.0691588329500519, 1.1185631249682046]",58.07921037496999,59.28027791599743,,,,,,,
