board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,206961,001,2023-09-27_13h56.46.556,WythoffsHumanExp,2023.1.3,None,
10.196798582968768,10.196798582968768,10.196798582968768,10.196798582968768,10.196798582968768,,,,,,,
