practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389882,2,2024-02-07_10h26.45.479,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389882,2,2024-02-07_10h26.45.479,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85463879200688,,,,,,,,,,,,,,389882,2,2024-02-07_10h26.45.479,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016915999993216246,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006666666666666667, -0.08555555555555555, -0.23666666666666666, -0.3388888888888889, -0.38, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.39, -0.3933333333333333, -0.4033333333333333, -0.4088888888888889, -0.41, -0.41]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.16333333333333333, 0.2577777777777778, 0.2922222222222222, 0.29888888888888887, 0.29888888888888887, 0.29888888888888887, 0.29888888888888887, 0.29888888888888887, 0.29888888888888887, 0.2922222222222222, 0.2677777777777778, 0.25, 0.2477777777777778, 0.24666666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017004100664053112, 0.050881875009508803, 0.09982795800897293, 0.1495470829977421, 0.19879912500618957, 0.2480287079961272, 0.2967437909974251, 0.3457512500026496, 0.394359041005373, 0.44295716600026935, 0.4915958750061691, 0.5399251250055386, 0.5884688750084024, 0.637254415996722, 0.6866567079996457, 0.7359782910061767, 0.7853071660065325, 0.8357369160075905, 0.8852674160007155, 0.9352368749969173, 0.9852924160077237, 1.0351561660063453, 1.0846652500040364, 1.1340010410058312, 1.1833741250011371, 1.232938875007676, 1.2828158330084989, 1.3325174580095336, 1.38221212499775, 1.4315955830097664, 1.4811191659973701, 1.5310817910067271, 1.5809335410012864]",102.25275162499747,85.93389095799648,,,,,389882,2,2024-02-07_10h26.45.479,WythoffsHumanExp,2023.1.3,None,
