practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,921067,001,2023-10-27_15h12.57.121,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,921067,001,2023-10-27_15h12.57.121,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,13.39078370900097,,,,,,,,,,921067,001,2023-10-27_15h12.57.121,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.012426291999872774,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0044444444444444444, -0.08, -0.21666666666666667, -0.27666666666666667, -0.2866666666666667, -0.2866666666666667, -0.2866666666666667, -0.2866666666666667, -0.2922222222222222, -0.33, -0.35555555555555557, -0.37, -0.37333333333333335, -0.37666666666666665, -0.38222222222222224, -0.38666666666666666, -0.3888888888888889, -0.39, -0.39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, 0.057777777777777775, 0.21, 0.2833333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29888888888888887, 0.33555555555555555, 0.36444444444444446, 0.37777777777777777, 0.38222222222222224, 0.3877777777777778, 0.39555555555555555, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018087500211549923, 0.04984204100037459, 0.09954279100202257, 0.14926962500612717, 0.19844975000160048, 0.24767612499999814, 0.2967680410001776, 0.34630720800487325, 0.39520550000452204, 0.4440137500059791, 0.49273837500368245, 0.5416822500046692, 0.591251290999935, 0.6405617500058725, 0.6900240000031772, 0.7391417500039097, 0.7883204160025343, 0.836972291006532, 0.8855947080010083, 0.9346274160052417, 0.983659791003447, 1.0330345000038506, 1.083003750005446, 1.1328278750006575, 1.1826773330030846, 1.2326710000052117, 1.283030291000614, 1.3333927910061902, 1.3832682500069495, 1.43280725000659, 1.482583416000125, 1.5326551660036785]",49.333339292003075,50.70811658399907,,,,,,,
