board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,box_3.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,333602,001,2023-09-28_15h37.24.053,WythoffsHumanExp,2023.1.3,None,
9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,9.40166658399994,,,,,,,
