trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,9.552631959028076,16.57895820902195,17.61304233397823,18.601916084007826,924887,001,2023-08-30_12h08.03.025,WythoffsHumanExp,2023.1.3,None,
,,,,19.59711337502813,25.680934500007425,,,,,,,,,
