practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,368344,001,2024-01-24_16h00.43.701,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,368344,001,2024-01-24_16h00.43.701,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.51702829101123,,,,,,,,368344,001,2024-01-24_16h00.43.701,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.0006620840285904706,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03222222222222222, 0.14555555555555555, 0.25, 0.27666666666666667, 0.27666666666666667, 0.27666666666666667, 0.27666666666666667, 0.27666666666666667, 0.2777777777777778, 0.2822222222222222, 0.28444444444444444, 0.28555555555555556, 0.28555555555555556, 0.28555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.013333333333333334, 0.011111111111111112, 0.01, 0.01, 0.01, 0.01, 0.01, 0.008888888888888889, 0.0, -0.0077777777777777776, -0.008888888888888889, -0.0077777777777777776, -0.0077777777777777776]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017462496180087328, 0.05246158299269155, 0.10437024995917454, 0.15558158297790214, 0.20661233295686543, 0.25794562499504536, 0.3093230410013348, 0.36023979098536074, 0.41127508296631277, 0.462960957956966, 0.5147504579508677, 0.566562999971211, 0.6183177909697406, 0.6704454579739831, 0.722815457964316, 0.7737523329560645, 0.8250508329947479, 0.8764354159939103, 0.9280475829727948, 0.9792986249667592, 1.0304809999652207, 1.0821532079717144, 1.1336494580027647, 1.1855423749657348, 1.2368190409615636, 1.28760095796315, 1.3390333330025896, 1.3899736659950577, 1.4413775829598308, 1.4922194159589708, 1.543624457961414, 1.5944738329853863, 1.6460871250019409, 1.697495832981076, 1.7488614159519784, 1.8001763329957612, 1.8521272499929182, 1.903568165958859, 1.9545646659680642, 2.005841582955327, 2.057105457992293, 2.1085854579578154, 2.1597497499897145, 2.211161415965762, 2.262521166005172, 2.314006000000518, 2.3652188749983907, 2.4172252909629606, 2.4692109579918906, 2.5210500829853117, 2.5722462499979883, 2.6233062079991214, 2.6746816659579054, 2.726225207967218, 2.7774192079668865, 2.82831879099831, 2.8797403329517692, 2.9320651659509167, 2.9845048749702983, 3.036947082960978, 3.0885837499517947, 3.139436375000514, 3.1900542079820298, 3.2412497909972444, 3.2923521249904297, 3.344186665955931, 3.3953190830070525, 3.4468138329684734, 3.4990109159843996, 3.5513221249566413, 3.60429754096549, 3.656192958005704]",,,,,,,
