games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,10.962632082999335,,,,,,,,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[-0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.10333333333333333, -0.09555555555555556, -0.08222222222222222, -0.07666666666666666, -0.07444444444444444, -0.07333333333333333, -0.07222222222222222, -0.06111111111111111, -0.044444444444444446, -0.03333333333333333, -0.03333333333333333, -0.035555555555555556, -0.051111111111111114, -0.09777777777777778, -0.1388888888888889, -0.17, -0.17666666666666667, -0.17666666666666667, -0.17666666666666667, -0.17666666666666667, -0.17666666666666667, -0.19111111111111112, -0.22555555555555556, -0.23777777777777778, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24222222222222223, -0.25222222222222224, -0.26555555555555554, -0.2777777777777778, -0.28444444444444444, -0.2866666666666667, -0.2877777777777778, -0.28888888888888886, -0.28888888888888886, -0.29]","[0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.10333333333333333, 0.11777777777777777, 0.12555555555555556, 0.12777777777777777, 0.1288888888888889, 0.1288888888888889, 0.13333333333333333, 0.14, 0.14222222222222222, 0.14333333333333334, 0.14444444444444443, 0.15222222222222223, 0.19, 0.23222222222222222, 0.2611111111111111, 0.2677777777777778, 0.2677777777777778, 0.2677777777777778, 0.2677777777777778, 0.2677777777777778, 0.2833333333333333, 0.3244444444444444, 0.3388888888888889, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.3411111111111111, 0.3422222222222222, 0.3433333333333333, 0.3466666666666667, 0.35888888888888887, 0.37666666666666665, 0.3888888888888889, 0.39222222222222225, 0.39555555555555555, 0.3977777777777778, 0.4, 0.4022222222222222, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002713329886319116, 0.05004299999563955, 0.09934991699992679, 0.1480721249972703, 0.1975662919867318, 0.2464929999987362, 0.2951541669899598, 0.34423133298696484, 0.3935597079980653, 0.44336779198783915, 0.4933165830007056, 0.5519973749906057, 0.6025055419886485, 0.6522098749992438, 0.7020889579871437, 0.7517710419924697, 0.8013431669969577, 0.85095158299373, 0.900635207988671, 0.9504040419997182, 1.0002882919943659, 1.0496897079865448, 1.0994372079876484, 1.149420249988907, 1.199442082986934, 1.2487571249948815, 1.2983487919991603, 1.3476444999978412, 1.3966064999985974, 1.4459612919890787, 1.4955121669918299, 1.5449421669909498, 1.5946473329968285, 1.6447247920004884, 1.6946239999961108, 1.7448991249984829, 1.7956890419882257, 1.8456319169927156, 1.8951596669940045, 1.9448846249870257, 1.9945042499894043, 2.04470758298703, 2.0953700419922825, 2.145137416999205, 2.1950664169999072, 2.2446509579895064, 2.2951327079936163, 2.3456547079986194, 2.395497916993918, 2.4448247499967692, 2.494240332991467]",0.014965084003051743,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,23.849526208010502,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556]","[0.18444444444444444, 0.18444444444444444, 0.18444444444444444, 0.18444444444444444, 0.18444444444444444, 0.18444444444444444, 0.18444444444444444]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.00017187499906867743, 0.04986187499889638, 0.09867083298740909, 0.1475623329897644, 0.19652895799663384, 0.24560249999922235, 0.29540474999521393]",0.03460099999210797,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,32.22705908300122,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,34.10700433301099,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,752129,001,2023-10-12_14h42.51.287,WythoffsHumanExp,2023.1.3,None,
