practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,705310,001,2024-01-24_16h02.31.380,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,705310,001,2024-01-24_16h02.31.380,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.184828208002727,,705310,001,2024-01-24_16h02.31.380,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.03253029094776139,,,,,,,
