trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.740017125033773,26.35548408300383,27.386699916038197,28.365630957996473,171219,001,2023-08-30_12h22.13.822,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,29.388446249999106,31.35667375003686,32.38960133300861,33.367467166041024,171219,001,2023-08-30_12h22.13.822,WythoffsHumanExp,2023.1.3,None,
,,,,34.37282204104122,53.937116499990225,,,,,,,,,
