practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.016024374985136,,,,,,,,,,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0.005308915977366269,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01888888888888889, -0.07444444444444444, -0.1111111111111111, -0.14, -0.15777777777777777, -0.17666666666666667, -0.17777777777777778, -0.17777777777777778, -0.17777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.1922222222222222, 0.27111111111111114, 0.34444444444444444, 0.3933333333333333, 0.42333333333333334, 0.42333333333333334, 0.42333333333333334, 0.42333333333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017449998995289207, 0.049646792002022266, 0.09904891700716689, 0.14820479199988768, 0.19739212497370318, 0.2469368749880232, 0.29630054195877165, 0.3457392919808626, 0.3957849169964902, 0.4454531249939464, 0.4954941250034608, 0.5453872079961002, 0.5947556250030175, 0.6444742919993587, 0.6933796249795705]",60.67033304198412,51.86934337503044,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,0.0005959590198472142,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.044444444444444446, -0.2311111111111111, -0.2877777777777778, -0.30666666666666664, -0.3377777777777778, -0.37555555555555553, -0.3988888888888889, -0.4122222222222222, -0.41333333333333333, -0.41333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.24888888888888888, 0.3, 0.3322222222222222, 0.3622222222222222, 0.3844444444444444, 0.4, 0.4088888888888889, 0.4088888888888889, 0.4088888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016658304957672954, 0.05004866700619459, 0.0989560000016354, 0.14806595805566758, 0.19760633300757036, 0.2466617920435965, 0.2959770830348134, 0.3454232080257498, 0.39425741700688377, 0.4445329580339603, 0.49484320799820125, 0.5449545420124196, 0.5947592080337927, 0.6452147920499556, 0.6951338330400176, 0.7449302920140326, 0.7947566250222735, 0.8440915420069359, 0.893894833046943, 0.9502218330162577]",69.70315912499791,,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.65248200000497,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228936,001,2024-01-25_10h15.09.224,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7112473329762,,,,,,,
