practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36274670799321,,,,,,,,,,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04177983300178312,[],[],[],[],[],[],102.92264674999751,95.91920987500635,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04647791699972004,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022222222222222222, -0.005555555555555556, -0.04, -0.05333333333333334, -0.05444444444444444, -0.05444444444444444, -0.05444444444444444, -0.05444444444444444, -0.07444444444444444, -0.16, -0.22111111111111112, -0.24888888888888888, -0.26222222222222225, -0.27111111111111114, -0.27666666666666667, -0.2788888888888889, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.17333333333333334, 0.29888888888888887, 0.3433333333333333, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3566666666666667, 0.37777777777777777, 0.3888888888888889, 0.39666666666666667, 0.4033333333333333, 0.4066666666666667, 0.4088888888888889, 0.4088888888888889, 0.4088888888888889, 0.4088888888888889, 0.41, 0.41, 0.41]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018304199329577386, 0.04819820799457375, 0.09615050000138581, 0.14470624999376014, 0.1935472920013126, 0.24240258299687412, 0.2908889169921167, 0.33946654200553894, 0.3881850420002593, 0.4369889579975279, 0.4850230830052169, 0.5327955829998245, 0.5802329169964651, 0.628532417002134, 0.6768707919982262, 0.7253665000025649, 0.7738372919993708, 0.8221665829914855, 0.8706490420008777, 0.9191791250050301, 0.9675989999959711, 1.0159942079917528, 1.063916083003278, 1.112464749996434, 1.1615546249959152, 1.2095364169945242, 1.2583183749957243, 1.3065972079930361]",112.31240537499252,,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.01010729199334,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0.0006196249887580052,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.012222222222222223, -0.05333333333333334, -0.07555555555555556, -0.07888888888888888, -0.07888888888888888, -0.07888888888888888, -0.07888888888888888, -0.07888888888888888, -0.07888888888888888, -0.08, -0.14666666666666667, -0.21444444444444444, -0.23555555555555555, -0.23777777777777778, -0.23777777777777778, -0.23777777777777778, -0.23777777777777778, -0.23777777777777778, -0.23777777777777778, -0.23777777777777778, -0.2822222222222222, -0.3244444444444444, -0.3411111111111111, -0.34444444444444444, -0.34555555555555556, -0.3466666666666667, -0.3477777777777778, -0.3477777777777778, -0.3466666666666667, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.08555555555555555, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889, 0.12222222222222222, 0.22111111111111112, 0.27, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.2966666666666667, 0.3211111111111111, 0.3333333333333333, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.3488888888888889, 0.37222222222222223, 0.38333333333333336, 0.38555555555555554, 0.38666666666666666, 0.3888888888888889, 0.39222222222222225, 0.39444444444444443, 0.39555555555555555, 0.39666666666666667, 0.39666666666666667, 0.39666666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019291701028123498, 0.04891745900386013, 0.09660716701182537, 0.14420179200533312, 0.19261312500748318, 0.24057187500875443, 0.2884673750086222, 0.3366361670050537, 0.3853359589993488, 0.43380845901265275, 0.48170362500241026, 0.5291750420001335, 0.5765452090126928, 0.624389250006061, 0.6725582090002717, 0.7205578340071952, 0.7693402090080781, 0.8178770000085933, 0.8663440000091214, 0.914986959003727, 0.9632487920025596, 1.0112056250072783, 1.0596971250051865, 1.107548667001538, 1.1555655420088442, 1.2041269170003943, 1.2525165000115521, 1.3006951250135899, 1.34917712501192, 1.3969520840037148, 1.4447882920067059, 1.4923101250024047, 1.5399245840089861, 1.5875934590003453, 1.6355052920116577, 1.6840984590089647, 1.7327577090036357, 1.7815111670061015, 1.8304458750062622, 1.8791881670040311, 1.9283216250041733, 1.9768046250101179, 2.0251014590030536, 2.0733511250000447, 2.122173499999917, 2.1706116250134073, 2.219374667009106, 2.268056584012811]",194.32516925000527,,,114.32024691700644,130.30384037499607,153.3702942920063,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,0.00060450000455603,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, -0.015555555555555555, -0.03333333333333333, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.10333333333333333, -0.23222222222222222, -0.28444444444444444, -0.2922222222222222, -0.2922222222222222, -0.2922222222222222, -0.2922222222222222, -0.2922222222222222, -0.3244444444444444, -0.40555555555555556, -0.4388888888888889, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.44333333333333336, -0.43777777777777777, -0.42444444444444446, -0.41888888888888887, -0.41888888888888887]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025555555555555557, 0.13333333333333333, 0.19555555555555557, 0.21555555555555556, 0.21666666666666667, 0.21666666666666667, 0.21666666666666667, 0.21666666666666667, 0.21666666666666667, 0.23333333333333334, 0.28444444444444444, 0.31444444444444447, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.32222222222222224, 0.33666666666666667, 0.3477777777777778, 0.35, 0.35, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3522222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019533401064109057, 0.04879174999950919, 0.09741724999912549, 0.14512941701104864, 0.19273445900762454, 0.24066516700258944, 0.2881769590021577, 0.33571462500549387, 0.38350316700234544, 0.43150287499884143, 0.4798441669991007, 0.5285225420084316, 0.5771216670109425, 0.6253820420097327, 0.6732800419995328, 0.7209903340117307, 0.7690510840038769, 0.8165731670014793, 0.8647940000082599, 0.9135717919998569, 0.9622531670029275, 1.010575209002127, 1.0588950420060428, 1.1067002500058152, 1.154269042002852, 1.201879291998921, 1.2502766250108834, 1.2986807499983115, 1.3472881250054343, 1.3956617920048302, 1.4440902089991141, 1.4921005420037545, 1.5409636670083273, 1.5890104999998584, 1.6371331670088693, 1.6850360840035137, 1.733114000002388, 1.78071112500038, 1.8289811670110794, 1.877129792002961, 1.9249549170053797, 1.9739098749996629, 2.0226357089995872, 2.0718852920108475, 2.1210062090103747]",219.94798112500575,,,,,,,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.32077433299855,793951,001,2024-01-09_12h38.43.259,WythoffsHumanExp,2023.1.3,None,
